,growth,period,energy_type,start_end,price
40,43.278084714548804,Nov 07 - May 08,LIQUID FUELS ,End Price,155.6
41,-28.856041131105393,May 08 - Nov 08,LIQUID FUELS ,End Price,110.7
42,-20.86720867208673,Nov 08 - May 09,LIQUID FUELS ,End Price,87.6
43,17.69406392694064,May 09 - Nov 09,LIQUID FUELS ,End Price,103.1
44,18.71968962172649,Nov 09 - May 10,LIQUID FUELS ,End Price,122.4
45,1.470588235294115,May 10 - Nov 10,LIQUID FUELS ,End Price,124.2
46,23.51046698872786,Nov 10 - May 11,LIQUID FUELS ,End Price,153.4
47,4.367666232073004,May 11 - Nov 11,LIQUID FUELS ,End Price,160.1
48,-2.7482823235477865,Nov 11 - May 12,LIQUID FUELS ,End Price,155.7
49,2.6974951830443272,May 12 - Nov 12,LIQUID FUELS ,End Price,159.9
50,-4.377736085053159,Nov 12 - May 13,LIQUID FUELS ,End Price,152.9
51,-0.2616088947024236,May 13 - Nov 13,LIQUID FUELS ,End Price,152.5
52,-5.114754098360663,Nov 13 - May 14,LIQUID FUELS ,End Price,144.7
53,-8.638562543192814,May 14 - Nov 14,LIQUID FUELS ,End Price,132.2
54,-16.94402420574886,Nov 14 - May 15,LIQUID FUELS ,End Price,109.8
55,-18.670309653916213,May 15 - Nov 15,LIQUID FUELS ,End Price,89.3
56,-5.935050391937287,Nov 15 - May 16,LIQUID FUELS ,End Price,84.0
57,21.428571428571427,May 16 - Nov 16,LIQUID FUELS ,End Price,102.0
58,0.3921568627451036,Nov 16 - May 17,LIQUID FUELS ,End Price,102.4
59,16.992187499999993,May 17 - Nov 17,LIQUID FUELS ,End Price,119.8
60,17.19532554257096,Nov 17 - May 18,LIQUID FUELS ,End Price,140.4
61,3.7749287749287626,May 18 - Nov 18,LIQUID FUELS ,End Price,145.7
62,-5.010295126973221,Nov 18 - May 19,LIQUID FUELS ,End Price,138.4
63,-2.528901734104046,May 19 - Nov 19,LIQUID FUELS ,End Price,134.9
64,-44.996293550778354,Nov 19 - May 20,LIQUID FUELS ,End Price,74.2
65,11.185983827493256,May 20 - Nov 20,LIQUID FUELS ,End Price,82.5
66,40.60606060606061,Nov 20 - May 21,LIQUID FUELS ,End Price,116.0
67,31.810344827586214,May 21 - Nov 21,LIQUID FUELS ,End Price,152.9
68,68.86854153041202,Nov 21 - May 22,LIQUID FUELS ,End Price,258.2
69,-7.242447714949647,May 22 - Nov 22,LIQUID FUELS ,End Price,239.5
70,,nan n - May 88,LIQUID FUELS ,Start Price,
71,-5.592105263157893,May 88 - Nov 88,LIQUID FUELS ,Start Price,30.4
72,10.104529616724745,Nov 88 - May 89,LIQUID FUELS ,Start Price,28.7
73,16.772151898734165,May 89 - Nov 89,LIQUID FUELS ,Start Price,31.6
74,-4.336043360433608,Nov 89 - May 90,LIQUID FUELS ,Start Price,36.9
75,52.9745042492918,May 90 - Nov 90,LIQUID FUELS ,Start Price,35.3
76,-28.888888888888893,Nov 90 - May 91,LIQUID FUELS ,Start Price,54.0
77,3.90625,May 91 - Nov 91,LIQUID FUELS ,Start Price,38.4
78,-13.533834586466162,Nov 91 - May 92,LIQUID FUELS ,Start Price,39.9
79,13.62318840579711,May 92 - Nov 92,LIQUID FUELS ,Start Price,34.5
80,-3.571428571428586,Nov 92 - May 93,LIQUID FUELS ,Start Price,39.2
81,-1.0582010582010546,May 93 - Nov 93,LIQUID FUELS ,Start Price,37.8
82,2.1390374331550914,Nov 93 - May 94,LIQUID FUELS ,Start Price,37.4
83,-3.4031413612565555,May 94 - Nov 94,LIQUID FUELS ,Start Price,38.2
84,-1.6260162601626056,Nov 94 - May 95,LIQUID FUELS ,Start Price,36.9
85,1.6528925619834753,May 95 - Nov 95,LIQUID FUELS ,Start Price,36.3
86,8.672086720867217,Nov 95 - May 96,LIQUID FUELS ,Start Price,36.9
87,11.4713216957606,May 96 - Nov 96,LIQUID FUELS ,Start Price,40.1
88,-14.093959731543631,Nov 96 - May 97,LIQUID FUELS ,Start Price,44.7
89,-0.5208333333333223,May 97 - Nov 97,LIQUID FUELS ,Start Price,38.4
90,-18.84816753926702,Nov 97 - May 98,LIQUID FUELS ,Start Price,38.2
91,-5.483870967741933,May 98 - Nov 98,LIQUID FUELS ,Start Price,31.0
92,6.484641638225251,Nov 98 - May 99,LIQUID FUELS ,Start Price,29.3
93,30.12820512820514,May 99 - Nov 99,LIQUID FUELS ,Start Price,31.2
94,10.837438423645317,Nov 99 - May 00,LIQUID FUELS ,Start Price,40.6
95,39.77777777777777,May 00 - Nov 00,LIQUID FUELS ,Start Price,45.0
96,-18.124006359300477,Nov 00 - May 01,LIQUID FUELS ,Start Price,62.9
97,-17.08737864077669,May 01 - Nov 01,LIQUID FUELS ,Start Price,51.5
98,5.152224824355962,Nov 01 - May 02,LIQUID FUELS ,Start Price,42.7
99,-1.7817371937639135,May 02 - Nov 02,LIQUID FUELS ,Start Price,44.9
100,-1.1337868480725624,Nov 02 - May 03,LIQUID FUELS ,Start Price,44.1
101,12.84403669724771,May 03 - Nov 03,LIQUID FUELS ,Start Price,43.6
102,18.49593495934958,Nov 03 - May 04,LIQUID FUELS ,Start Price,49.2
103,15.437392795883362,May 04 - Nov 04,LIQUID FUELS ,Start Price,58.3
104,5.200594353640416,Nov 04 - May 05,LIQUID FUELS ,Start Price,67.3
105,18.22033898305086,May 05 - Nov 05,LIQUID FUELS ,Start Price,70.8
106,12.664277180406206,Nov 05 - May 06,LIQUID FUELS ,Start Price,83.7
107,-16.33085896076351,May 06 - Nov 06,LIQUID FUELS ,Start Price,94.3
108,6.970849176172369,Nov 06 - May 07,LIQUID FUELS ,Start Price,78.9
109,28.672985781990505,May 07 - Nov 07,LIQUID FUELS ,Start Price,84.4
110,43.278084714548804,Nov 07 - May 08,LIQUID FUELS ,Start Price,108.6
111,-28.856041131105393,May 08 - Nov 08,LIQUID FUELS ,Start Price,155.6
112,-20.86720867208673,Nov 08 - May 09,LIQUID FUELS ,Start Price,110.7
113,17.69406392694064,May 09 - Nov 09,LIQUID FUELS ,Start Price,87.6
114,18.71968962172649,Nov 09 - May 10,LIQUID FUELS ,Start Price,103.1
115,1.470588235294115,May 10 - Nov 10,LIQUID FUELS ,Start Price,122.4
116,23.51046698872786,Nov 10 - May 11,LIQUID FUELS ,Start Price,124.2
117,4.367666232073004,May 11 - Nov 11,LIQUID FUELS ,Start Price,153.4
118,-2.7482823235477865,Nov 11 - May 12,LIQUID FUELS ,Start Price,160.1
119,2.6974951830443272,May 12 - Nov 12,LIQUID FUELS ,Start Price,155.7
120,-4.377736085053159,Nov 12 - May 13,LIQUID FUELS ,Start Price,159.9
121,-0.2616088947024236,May 13 - Nov 13,LIQUID FUELS ,Start Price,152.9
122,-5.114754098360663,Nov 13 - May 14,LIQUID FUELS ,Start Price,152.5
123,-8.638562543192814,May 14 - Nov 14,LIQUID FUELS ,Start Price,144.7
124,-16.94402420574886,Nov 14 - May 15,LIQUID FUELS ,Start Price,132.2
125,-18.670309653916213,May 15 - Nov 15,LIQUID FUELS ,Start Price,109.8
126,-5.935050391937287,Nov 15 - May 16,LIQUID FUELS ,Start Price,89.3
127,21.428571428571427,May 16 - Nov 16,LIQUID FUELS ,Start Price,84.0
128,0.3921568627451036,Nov 16 - May 17,LIQUID FUELS ,Start Price,102.0
129,16.992187499999993,May 17 - Nov 17,LIQUID FUELS ,Start Price,102.4
130,17.19532554257096,Nov 17 - May 18,LIQUID FUELS ,Start Price,119.8
131,3.7749287749287626,May 18 - Nov 18,LIQUID FUELS ,Start Price,140.4
132,-5.010295126973221,Nov 18 - May 19,LIQUID FUELS ,Start Price,145.7
133,-2.528901734104046,May 19 - Nov 19,LIQUID FUELS ,Start Price,138.4
134,-44.996293550778354,Nov 19 - May 20,LIQUID FUELS ,Start Price,134.9
135,11.185983827493256,May 20 - Nov 20,LIQUID FUELS ,Start Price,74.2
136,40.60606060606061,Nov 20 - May 21,LIQUID FUELS ,Start Price,82.5
137,31.810344827586214,May 21 - Nov 21,LIQUID FUELS ,Start Price,116.0
138,68.86854153041202,Nov 21 - May 22,LIQUID FUELS ,Start Price,152.9
139,-7.242447714949647,May 22 - Nov 22,LIQUID FUELS ,Start Price,258.2
0,,nan n - May 88,SOLID FUELS ,End Price,30.2
1,4.63576158940398,May 88 - Nov 88,SOLID FUELS ,End Price,31.6
2,-4.113924050632913,Nov 88 - May 89,SOLID FUELS ,End Price,30.3
3,6.270627062706277,May 89 - Nov 89,SOLID FUELS ,End Price,32.2
4,-3.72670807453417,Nov 89 - May 90,SOLID FUELS ,End Price,31.0
5,10.645161290322571,May 90 - Nov 90,SOLID FUELS ,End Price,34.3
6,-2.915451895043732,Nov 90 - May 91,SOLID FUELS ,End Price,33.3
7,8.708708708708727,May 91 - Nov 91,SOLID FUELS ,End Price,36.2
8,-0.27624309392265584,Nov 91 - May 92,SOLID FUELS ,End Price,36.1
9,1.6620498614958488,May 92 - Nov 92,SOLID FUELS ,End Price,36.7
10,-4.359673024523164,Nov 92 - May 93,SOLID FUELS ,End Price,35.1
11,4.273504273504273,May 93 - Nov 93,SOLID FUELS ,End Price,36.6
12,4.644808743169388,Nov 93 - May 94,SOLID FUELS ,End Price,38.3
13,3.3942558746736404,May 94 - Nov 94,SOLID FUELS ,End Price,39.6
14,-3.535353535353532,Nov 94 - May 95,SOLID FUELS ,End Price,38.2
15,2.8795811518324457,May 95 - Nov 95,SOLID FUELS ,End Price,39.3
16,-1.272264631043257,Nov 95 - May 96,SOLID FUELS ,End Price,38.8
17,4.63917525773197,May 96 - Nov 96,SOLID FUELS ,End Price,40.6
18,-2.9556650246305485,Nov 96 - May 97,SOLID FUELS ,End Price,39.4
19,2.5380710659898478,May 97 - Nov 97,SOLID FUELS ,End Price,40.4
20,-2.2277227722772244,Nov 97 - May 98,SOLID FUELS ,End Price,39.5
21,4.810126582278477,May 98 - Nov 98,SOLID FUELS ,End Price,41.4
22,-2.173913043478257,Nov 98 - May 99,SOLID FUELS ,End Price,40.5
23,3.4567901234567864,May 99 - Nov 99,SOLID FUELS ,End Price,41.9
24,-2.147971360381858,Nov 99 - May 00,SOLID FUELS ,End Price,41.0
25,5.365853658536592,May 00 - Nov 00,SOLID FUELS ,End Price,43.2
26,-0.925925925925939,Nov 00 - May 01,SOLID FUELS ,End Price,42.8
27,7.4766355140186995,May 01 - Nov 01,SOLID FUELS ,End Price,46.0
28,-1.0869565217391304,Nov 01 - May 02,SOLID FUELS ,End Price,45.5
29,3.9560439560439495,May 02 - Nov 02,SOLID FUELS ,End Price,47.3
30,-1.9027484143763187,Nov 02 - May 03,SOLID FUELS ,End Price,46.4
31,3.448275862068969,May 03 - Nov 03,SOLID FUELS ,End Price,48.0
32,-0.20833333333333628,Nov 03 - May 04,SOLID FUELS ,End Price,47.9
33,10.020876826722347,May 04 - Nov 04,SOLID FUELS ,End Price,52.7
34,1.3282732447817756,Nov 04 - May 05,SOLID FUELS ,End Price,53.4
35,7.303370786516851,May 05 - Nov 05,SOLID FUELS ,End Price,57.3
36,1.7452006980802792,Nov 05 - May 06,SOLID FUELS ,End Price,58.3
37,6.346483704974276,May 06 - Nov 06,SOLID FUELS ,End Price,62.0
38,0.0,Nov 06 - May 07,SOLID FUELS ,End Price,62.0
39,5.483870967741945,May 07 - Nov 07,SOLID FUELS ,End Price,65.4
40,6.574923547400608,Nov 07 - May 08,SOLID FUELS ,End Price,69.7
41,25.10760401721664,May 08 - Nov 08,SOLID FUELS ,End Price,87.2
42,0.34403669724770314,Nov 08 - May 09,SOLID FUELS ,End Price,87.5
43,2.057142857142854,May 09 - Nov 09,SOLID FUELS ,End Price,89.3
44,-2.2396416573348263,Nov 09 - May 10,SOLID FUELS ,End Price,87.3
45,2.520045819014894,May 10 - Nov 10,SOLID FUELS ,End Price,89.5
46,1.1173184357541899,Nov 10 - May 11,SOLID FUELS ,End Price,90.5
47,6.961325966850826,May 11 - Nov 11,SOLID FUELS ,End Price,96.8
48,-1.9628099173553633,Nov 11 - May 12,SOLID FUELS ,End Price,94.9
49,1.053740779768177,May 12 - Nov 12,SOLID FUELS ,End Price,95.9
50,0.5213764337851928,Nov 12 - May 13,SOLID FUELS ,End Price,96.4
51,2.6970954356846413,May 13 - Nov 13,SOLID FUELS ,End Price,99.0
52,0.10101010101009526,Nov 13 - May 14,SOLID FUELS ,End Price,99.1
53,2.0181634712411705,May 14 - Nov 14,SOLID FUELS ,End Price,101.1
54,-1.9782393669634029,Nov 14 - May 15,SOLID FUELS ,End Price,99.1
55,1.4127144298688252,May 15 - Nov 15,SOLID FUELS ,End Price,100.5
56,-1.094527363184074,Nov 15 - May 16,SOLID FUELS ,End Price,99.4
57,1.7102615694164873,May 16 - Nov 16,SOLID FUELS ,End Price,101.1
58,0.0,Nov 16 - May 17,SOLID FUELS ,End Price,101.1
59,2.8684470820969397,May 17 - Nov 17,SOLID FUELS ,End Price,104.0
60,-2.115384615384618,Nov 17 - May 18,SOLID FUELS ,End Price,101.8
61,3.0451866404715213,May 18 - Nov 18,SOLID FUELS ,End Price,104.9
62,1.5252621544327878,Nov 18 - May 19,SOLID FUELS ,End Price,106.5
63,4.037558685446007,May 19 - Nov 19,SOLID FUELS ,End Price,110.8
64,0.6317689530685946,Nov 19 - May 20,SOLID FUELS ,End Price,111.5
65,3.2286995515695014,May 20 - Nov 20,SOLID FUELS ,End Price,115.1
66,-0.2606429192006926,Nov 20 - May 21,SOLID FUELS ,End Price,114.8
67,2.177700348432056,May 21 - Nov 21,SOLID FUELS ,End Price,117.3
68,14.151747655583979,Nov 21 - May 22,SOLID FUELS ,End Price,133.9
69,18.89469753547422,May 22 - Nov 22,SOLID FUELS ,End Price,159.2
70,,nan n - May 88,SOLID FUELS ,Start Price,
71,4.63576158940398,May 88 - Nov 88,SOLID FUELS ,Start Price,30.2
72,-4.113924050632913,Nov 88 - May 89,SOLID FUELS ,Start Price,31.6
73,6.270627062706277,May 89 - Nov 89,SOLID FUELS ,Start Price,30.3
74,-3.72670807453417,Nov 89 - May 90,SOLID FUELS ,Start Price,32.2
75,10.645161290322571,May 90 - Nov 90,SOLID FUELS ,Start Price,31.0
76,-2.915451895043732,Nov 90 - May 91,SOLID FUELS ,Start Price,34.3
77,8.708708708708727,May 91 - Nov 91,SOLID FUELS ,Start Price,33.3
78,-0.27624309392265584,Nov 91 - May 92,SOLID FUELS ,Start Price,36.2
79,1.6620498614958488,May 92 - Nov 92,SOLID FUELS ,Start Price,36.1
80,-4.359673024523164,Nov 92 - May 93,SOLID FUELS ,Start Price,36.7
81,4.273504273504273,May 93 - Nov 93,SOLID FUELS ,Start Price,35.1
82,4.644808743169388,Nov 93 - May 94,SOLID FUELS ,Start Price,36.6
83,3.3942558746736404,May 94 - Nov 94,SOLID FUELS ,Start Price,38.3
84,-3.535353535353532,Nov 94 - May 95,SOLID FUELS ,Start Price,39.6
85,2.8795811518324457,May 95 - Nov 95,SOLID FUELS ,Start Price,38.2
86,-1.272264631043257,Nov 95 - May 96,SOLID FUELS ,Start Price,39.3
87,4.63917525773197,May 96 - Nov 96,SOLID FUELS ,Start Price,38.8
88,-2.9556650246305485,Nov 96 - May 97,SOLID FUELS ,Start Price,40.6
89,2.5380710659898478,May 97 - Nov 97,SOLID FUELS ,Start Price,39.4
90,-2.2277227722772244,Nov 97 - May 98,SOLID FUELS ,Start Price,40.4
91,4.810126582278477,May 98 - Nov 98,SOLID FUELS ,Start Price,39.5
92,-2.173913043478257,Nov 98 - May 99,SOLID FUELS ,Start Price,41.4
93,3.4567901234567864,May 99 - Nov 99,SOLID FUELS ,Start Price,40.5
94,-2.147971360381858,Nov 99 - May 00,SOLID FUELS ,Start Price,41.9
95,5.365853658536592,May 00 - Nov 00,SOLID FUELS ,Start Price,41.0
96,-0.925925925925939,Nov 00 - May 01,SOLID FUELS ,Start Price,43.2
97,7.4766355140186995,May 01 - Nov 01,SOLID FUELS ,Start Price,42.8
98,-1.0869565217391304,Nov 01 - May 02,SOLID FUELS ,Start Price,46.0
99,3.9560439560439495,May 02 - Nov 02,SOLID FUELS ,Start Price,45.5
100,-1.9027484143763187,Nov 02 - May 03,SOLID FUELS ,Start Price,47.3
101,3.448275862068969,May 03 - Nov 03,SOLID FUELS ,Start Price,46.4
102,-0.20833333333333628,Nov 03 - May 04,SOLID FUELS ,Start Price,48.0
103,10.020876826722347,May 04 - Nov 04,SOLID FUELS ,Start Price,47.9
104,1.3282732447817756,Nov 04 - May 05,SOLID FUELS ,Start Price,52.7
105,7.303370786516851,May 05 - Nov 05,SOLID FUELS ,Start Price,53.4
106,1.7452006980802792,Nov 05 - May 06,SOLID FUELS ,Start Price,57.3
107,6.346483704974276,May 06 - Nov 06,SOLID FUELS ,Start Price,58.3
108,0.0,Nov 06 - May 07,SOLID FUELS ,Start Price,62.0
109,5.483870967741945,May 07 - Nov 07,SOLID FUELS ,Start Price,62.0
110,6.574923547400608,Nov 07 - May 08,SOLID FUELS ,Start Price,65.4
111,25.10760401721664,May 08 - Nov 08,SOLID FUELS ,Start Price,69.7
112,0.34403669724770314,Nov 08 - May 09,SOLID FUELS ,Start Price,87.2
113,2.057142857142854,May 09 - Nov 09,SOLID FUELS ,Start Price,87.5
114,-2.2396416573348263,Nov 09 - May 10,SOLID FUELS ,Start Price,89.3
115,2.520045819014894,May 10 - Nov 10,SOLID FUELS ,Start Price,87.3
116,1.1173184357541899,Nov 10 - May 11,SOLID FUELS ,Start Price,89.5
117,6.961325966850826,May 11 - Nov 11,SOLID FUELS ,Start Price,90.5
118,-1.9628099173553633,Nov 11 - May 12,SOLID FUELS ,Start Price,96.8
119,1.053740779768177,May 12 - Nov 12,SOLID FUELS ,Start Price,94.9
120,0.5213764337851928,Nov 12 - May 13,SOLID FUELS ,Start Price,95.9
121,2.6970954356846413,May 13 - Nov 13,SOLID FUELS ,Start Price,96.4
122,0.10101010101009526,Nov 13 - May 14,SOLID FUELS ,Start Price,99.0
123,2.0181634712411705,May 14 - Nov 14,SOLID FUELS ,Start Price,99.1
124,-1.9782393669634029,Nov 14 - May 15,SOLID FUELS ,Start Price,101.1
125,1.4127144298688252,May 15 - Nov 15,SOLID FUELS ,Start Price,99.1
126,-1.094527363184074,Nov 15 - May 16,SOLID FUELS ,Start Price,100.5
127,1.7102615694164873,May 16 - Nov 16,SOLID FUELS ,Start Price,99.4
128,0.0,Nov 16 - May 17,SOLID FUELS ,Start Price,101.1
129,2.8684470820969397,May 17 - Nov 17,SOLID FUELS ,Start Price,101.1
130,-2.115384615384618,Nov 17 - May 18,SOLID FUELS ,Start Price,104.0
131,3.0451866404715213,May 18 - Nov 18,SOLID FUELS ,Start Price,101.8
132,1.5252621544327878,Nov 18 - May 19,SOLID FUELS ,Start Price,104.9
133,4.037558685446007,May 19 - Nov 19,SOLID FUELS ,Start Price,106.5
134,0.6317689530685946,Nov 19 - May 20,SOLID FUELS ,Start Price,110.8
135,3.2286995515695014,May 20 - Nov 20,SOLID FUELS ,Start Price,111.5
136,-0.2606429192006926,Nov 20 - May 21,SOLID FUELS ,Start Price,115.1
137,2.177700348432056,May 21 - Nov 21,SOLID FUELS ,Start Price,114.8
138,14.151747655583979,Nov 21 - May 22,SOLID FUELS ,Start Price,117.3
139,18.89469753547422,May 22 - Nov 22,SOLID FUELS ,Start Price,133.9
