,date,search_term,interest,year,month,year_trend,interest_sa
1427,2022-05-08,secondary glazing,14,2022,5,4.0,29.275962587881814
1428,2022-05-15,secondary glazing,25,2022,5,4.0,40.275962587881814
1429,2022-05-22,secondary glazing,18,2022,5,4.0,33.275962587881814
1430,2022-05-29,secondary glazing,14,2022,5,4.0,29.275962587881814
1431,2022-06-05,secondary glazing,28,2022,6,4.0,43.0954044885295
1432,2022-06-12,secondary glazing,24,2022,6,4.0,39.0954044885295
1433,2022-06-19,secondary glazing,17,2022,6,4.0,32.0954044885295
1434,2022-06-26,secondary glazing,30,2022,6,4.0,45.0954044885295
1435,2022-07-03,secondary glazing,17,2022,7,4.0,32.29252954111375
1436,2022-07-10,secondary glazing,25,2022,7,4.0,40.29252954111375
1437,2022-07-17,secondary glazing,26,2022,7,4.0,41.29252954111375
1438,2022-07-24,secondary glazing,28,2022,7,4.0,43.29252954111375
1439,2022-07-31,secondary glazing,22,2022,7,4.0,37.29252954111375
1453,2022-11-06,secondary glazing,69,2022,11,4.0,59.349679906496
1452,2022-10-30,secondary glazing,52,2022,10,4.0,41.111111111111114
1451,2022-10-23,secondary glazing,54,2022,10,4.0,43.111111111111114
1450,2022-10-16,secondary glazing,44,2022,10,4.0,33.111111111111114
1449,2022-10-09,secondary glazing,57,2022,10,4.0,46.111111111111114
1448,2022-10-02,secondary glazing,65,2022,10,4.0,54.111111111111114
1422,2022-04-03,secondary glazing,33,2022,4,4.0,46.69764348540989
1447,2022-09-25,secondary glazing,86,2022,9,4.0,80.74246331205893
1445,2022-09-11,secondary glazing,81,2022,9,4.0,75.74246331205893
1444,2022-09-04,secondary glazing,48,2022,9,4.0,42.74246331205892
1443,2022-08-28,secondary glazing,68,2022,8,4.0,78.85736570763208
1442,2022-08-21,secondary glazing,41,2022,8,4.0,51.85736570763209
1441,2022-08-14,secondary glazing,27,2022,8,4.0,37.85736570763209
1440,2022-08-07,secondary glazing,24,2022,8,4.0,34.85736570763209
1446,2022-09-18,secondary glazing,66,2022,9,4.0,60.74246331205892
1421,2022-03-27,secondary glazing,38,2022,3,4.0,47.21473141526418
1419,2022-03-13,secondary glazing,32,2022,3,4.0,41.21473141526418
1418,2022-03-06,secondary glazing,38,2022,3,4.0,47.21473141526418
1417,2022-02-27,secondary glazing,34,2022,2,4.0,34.6351434854099
1416,2022-02-20,secondary glazing,23,2022,2,4.0,23.6351434854099
1415,2022-02-13,secondary glazing,41,2022,2,4.0,41.6351434854099
1414,2022-02-06,secondary glazing,55,2022,2,4.0,55.6351434854099
1413,2022-01-30,secondary glazing,26,2022,1,4.0,26.0
1420,2022-03-20,secondary glazing,32,2022,3,4.0,41.21473141526418
1412,2022-01-23,secondary glazing,38,2022,1,4.0,38.0
1410,2022-01-09,secondary glazing,47,2022,1,4.0,47.0
1409,2022-01-02,secondary glazing,37,2022,1,4.0,37.0
1411,2022-01-16,secondary glazing,36,2022,1,4.0,36.0
1454,2022-11-13,secondary glazing,45,2022,11,4.0,35.349679906496
1455,2022-11-20,secondary glazing,100,2022,11,4.0,90.349679906496
208,2018-12-02,efficient heater,14,2018,12,0.0,11.746558207614271
209,2018-12-09,efficient heater,13,2018,12,0.0,10.746558207614271
210,2018-12-16,efficient heater,8,2018,12,0.0,5.746558207614272
211,2018-12-23,efficient heater,5,2018,12,0.0,2.746558207614272
212,2018-12-30,efficient heater,18,2018,12,0.0,15.746558207614271
264,2019-12-29,efficient heater,8,2019,12,1.0,5.746558207614273
263,2019-12-22,efficient heater,5,2019,12,1.0,2.7465582076142727
262,2019-12-15,efficient heater,14,2019,12,1.0,11.746558207614273
260,2019-12-01,efficient heater,14,2019,12,1.0,11.746558207614273
261,2019-12-08,efficient heater,12,2019,12,1.0,9.746558207614273
244,2019-08-11,efficient heater,4,2019,8,1.0,9.74463660473257
231,2019-05-12,efficient heater,0,2019,5,1.0,10.779880186750065
230,2019-05-05,efficient heater,4,2019,5,1.0,14.779880186750065
229,2019-04-28,efficient heater,0,2019,4,1.0,10.091858826954855
228,2019-04-21,efficient heater,0,2019,4,1.0,10.091858826954855
227,2019-04-14,efficient heater,2,2019,4,1.0,12.091858826954855
226,2019-04-07,efficient heater,0,2019,4,1.0,10.091858826954855
225,2019-03-31,efficient heater,5,2019,3,1.0,13.600384320576294
224,2019-03-24,efficient heater,5,2019,3,1.0,13.600384320576294
223,2019-03-17,efficient heater,0,2019,3,1.0,8.600384320576294
222,2019-03-10,efficient heater,6,2019,3,1.0,14.600384320576294
232,2019-05-19,efficient heater,5,2019,5,1.0,15.779880186750065
221,2019-03-03,efficient heater,3,2019,3,1.0,11.600384320576294
219,2019-02-17,efficient heater,4,2019,2,1.0,8.841858826954848
218,2019-02-10,efficient heater,6,2019,2,1.0,10.841858826954848
217,2019-02-03,efficient heater,13,2019,2,1.0,17.841858826954848
216,2019-01-27,efficient heater,18,2019,1,1.0,18.0
215,2019-01-20,efficient heater,13,2019,1,1.0,13.0
214,2019-01-13,efficient heater,30,2019,1,1.0,30.0
213,2019-01-06,efficient heater,11,2019,1,1.0,11.0
220,2019-02-24,efficient heater,6,2019,2,1.0,10.841858826954848
233,2019-05-26,efficient heater,3,2019,5,1.0,13.779880186750065
234,2019-06-02,efficient heater,4,2019,6,1.0,15.764070248360168
235,2019-06-09,efficient heater,5,2019,6,1.0,16.76407024836017
259,2019-11-24,efficient heater,12,2019,11,1.0,0.05457500727907316
258,2019-11-17,efficient heater,26,2019,11,1.0,14.054575007279073
257,2019-11-10,efficient heater,30,2019,11,1.0,18.054575007279073
256,2019-11-03,efficient heater,16,2019,11,1.0,4.054575007279073
255,2019-10-27,efficient heater,24,2019,10,1.0,13.555555555555529
254,2019-10-20,efficient heater,23,2019,10,1.0,12.555555555555529
253,2019-10-13,efficient heater,12,2019,10,1.0,1.5555555555555287
252,2019-10-06,efficient heater,14,2019,10,1.0,3.5555555555555287
251,2019-09-29,efficient heater,20,2019,9,1.0,10.705246718948406
250,2019-09-22,efficient heater,5,2019,9,1.0,-4.2947532810515945
249,2019-09-15,efficient heater,15,2019,9,1.0,5.7052467189484055
248,2019-09-08,efficient heater,8,2019,9,1.0,-1.2947532810515945
247,2019-09-01,efficient heater,9,2019,9,1.0,-0.2947532810515945
246,2019-08-25,efficient heater,3,2019,8,1.0,8.74463660473257
245,2019-08-18,efficient heater,4,2019,8,1.0,9.74463660473257
243,2019-08-04,efficient heater,0,2019,8,1.0,5.7446366047325705
242,2019-07-28,efficient heater,5,2019,7,1.0,16.22847093496121
241,2019-07-21,efficient heater,2,2019,7,1.0,13.228470934961207
240,2019-07-14,efficient heater,0,2019,7,1.0,11.228470934961207
239,2019-07-07,efficient heater,8,2019,7,1.0,19.22847093496121
238,2019-06-30,efficient heater,4,2019,6,1.0,15.764070248360168
237,2019-06-23,efficient heater,4,2019,6,1.0,15.764070248360168
236,2019-06-16,efficient heater,0,2019,6,1.0,11.764070248360168
268,2020-01-26,efficient heater,9,2020,1,2.0,8.999999999999998
269,2020-02-02,efficient heater,9,2020,2,2.0,13.841858826954848
270,2020-02-09,efficient heater,0,2020,2,2.0,4.841858826954848
271,2020-02-16,efficient heater,7,2020,2,2.0,11.841858826954848
272,2020-02-23,efficient heater,6,2020,2,2.0,10.841858826954848
266,2020-01-12,efficient heater,13,2020,1,2.0,12.999999999999998
273,2020-03-01,efficient heater,0,2020,3,2.0,8.600384320576294
275,2020-03-15,efficient heater,0,2020,3,2.0,8.600384320576294
276,2020-03-22,efficient heater,4,2020,3,2.0,12.600384320576294
277,2020-03-29,efficient heater,2,2020,3,2.0,10.600384320576294
278,2020-04-05,efficient heater,0,2020,4,2.0,10.091858826954855
279,2020-04-12,efficient heater,3,2020,4,2.0,13.091858826954855
280,2020-04-19,efficient heater,2,2020,4,2.0,12.091858826954855
274,2020-03-08,efficient heater,6,2020,3,2.0,14.600384320576294
265,2020-01-05,efficient heater,8,2020,1,2.0,7.999999999999998
281,2020-04-26,efficient heater,4,2020,4,2.0,14.091858826954855
282,2020-05-03,efficient heater,3,2020,5,2.0,13.779880186750065
267,2020-01-19,efficient heater,8,2020,1,2.0,7.999999999999998
284,2020-05-17,efficient heater,0,2020,5,2.0,10.779880186750065
301,2020-09-13,efficient heater,0,2020,9,2.0,-9.294753281051593
302,2020-09-20,efficient heater,22,2020,9,2.0,12.705246718948407
303,2020-09-27,efficient heater,26,2020,9,2.0,16.70524671894841
304,2020-10-04,efficient heater,18,2020,10,2.0,7.555555555555527
305,2020-10-11,efficient heater,29,2020,10,2.0,18.55555555555553
306,2020-10-18,efficient heater,12,2020,10,2.0,1.555555555555527
307,2020-10-25,efficient heater,16,2020,10,2.0,5.555555555555527
300,2020-09-06,efficient heater,8,2020,9,2.0,-1.2947532810515927
308,2020-11-01,efficient heater,15,2020,11,2.0,3.054575007279075
310,2020-11-15,efficient heater,13,2020,11,2.0,1.054575007279075
311,2020-11-22,efficient heater,13,2020,11,2.0,1.054575007279075
312,2020-11-29,efficient heater,18,2020,11,2.0,6.054575007279075
313,2020-12-06,efficient heater,23,2020,12,2.0,20.74655820761427
314,2020-12-13,efficient heater,8,2020,12,2.0,5.746558207614273
315,2020-12-20,efficient heater,6,2020,12,2.0,3.7465582076142727
283,2020-05-10,efficient heater,4,2020,5,2.0,14.779880186750065
309,2020-11-08,efficient heater,15,2020,11,2.0,3.054575007279075
299,2020-08-30,efficient heater,12,2020,8,2.0,17.74463660473257
316,2020-12-27,efficient heater,20,2020,12,2.0,17.74655820761427
286,2020-05-31,efficient heater,4,2020,5,2.0,14.779880186750065
285,2020-05-24,efficient heater,4,2020,5,2.0,14.779880186750065
287,2020-06-07,efficient heater,3,2020,6,2.0,14.764070248360168
288,2020-06-14,efficient heater,2,2020,6,2.0,13.764070248360168
289,2020-06-21,efficient heater,6,2020,6,2.0,17.76407024836017
290,2020-06-28,efficient heater,0,2020,6,2.0,11.764070248360168
291,2020-07-05,efficient heater,3,2020,7,2.0,14.228470934961207
293,2020-07-19,efficient heater,5,2020,7,2.0,16.22847093496121
298,2020-08-23,efficient heater,3,2020,8,2.0,8.74463660473257
292,2020-07-12,efficient heater,4,2020,7,2.0,15.228470934961207
295,2020-08-02,efficient heater,2,2020,8,2.0,7.7446366047325705
296,2020-08-09,efficient heater,8,2020,8,2.0,13.74463660473257
297,2020-08-16,efficient heater,8,2020,8,2.0,13.74463660473257
294,2020-07-26,efficient heater,2,2020,7,2.0,13.228470934961207
333,2021-04-25,efficient heater,7,2021,4,3.0,17.091858826954855
347,2021-08-01,efficient heater,0,2021,8,3.0,5.7446366047325705
334,2021-05-02,efficient heater,7,2021,5,3.0,17.779880186750063
335,2021-05-09,efficient heater,3,2021,5,3.0,13.779880186750065
336,2021-05-16,efficient heater,4,2021,5,3.0,14.779880186750065
337,2021-05-23,efficient heater,5,2021,5,3.0,15.779880186750065
338,2021-05-30,efficient heater,4,2021,5,3.0,14.779880186750065
339,2021-06-06,efficient heater,0,2021,6,3.0,11.764070248360168
340,2021-06-13,efficient heater,2,2021,6,3.0,13.764070248360168
341,2021-06-20,efficient heater,0,2021,6,3.0,11.764070248360168
343,2021-07-04,efficient heater,3,2021,7,3.0,14.228470934961207
344,2021-07-11,efficient heater,0,2021,7,3.0,11.228470934961207
345,2021-07-18,efficient heater,6,2021,7,3.0,17.22847093496121
346,2021-07-25,efficient heater,3,2021,7,3.0,14.228470934961207
348,2021-08-08,efficient heater,5,2021,8,3.0,10.74463660473257
349,2021-08-15,efficient heater,3,2021,8,3.0,8.74463660473257
350,2021-08-22,efficient heater,7,2021,8,3.0,12.74463660473257
332,2021-04-18,efficient heater,8,2021,4,3.0,18.091858826954855
342,2021-06-27,efficient heater,0,2021,6,3.0,11.764070248360168
317,2021-01-03,efficient heater,22,2021,1,3.0,22.0
318,2021-01-10,efficient heater,16,2021,1,3.0,16.0
319,2021-01-17,efficient heater,13,2021,1,3.0,13.0
320,2021-01-24,efficient heater,12,2021,1,3.0,12.0
321,2021-01-31,efficient heater,17,2021,1,3.0,17.0
322,2021-02-07,efficient heater,25,2021,2,3.0,29.841858826954848
323,2021-02-14,efficient heater,15,2021,2,3.0,19.841858826954848
324,2021-02-21,efficient heater,8,2021,2,3.0,12.841858826954848
325,2021-02-28,efficient heater,8,2021,2,3.0,12.841858826954848
326,2021-03-07,efficient heater,8,2021,3,3.0,16.600384320576293
328,2021-03-21,efficient heater,4,2021,3,3.0,12.600384320576293
329,2021-03-28,efficient heater,0,2021,3,3.0,8.600384320576293
330,2021-04-04,efficient heater,10,2021,4,3.0,20.091858826954855
331,2021-04-11,efficient heater,3,2021,4,3.0,13.091858826954855
327,2021-03-14,efficient heater,5,2021,3,3.0,13.600384320576293
351,2021-08-29,efficient heater,7,2021,8,3.0,12.74463660473257
352,2021-09-05,efficient heater,5,2021,9,3.0,-4.2947532810515945
363,2021-11-21,efficient heater,37,2021,11,3.0,25.054575007279073
354,2021-09-19,efficient heater,14,2021,9,3.0,4.7052467189484055
353,2021-09-12,efficient heater,9,2021,9,3.0,-0.2947532810515945
355,2021-09-26,efficient heater,17,2021,9,3.0,7.7052467189484055
356,2021-10-03,efficient heater,24,2021,10,3.0,13.555555555555529
357,2021-10-10,efficient heater,16,2021,10,3.0,5.555555555555529
358,2021-10-17,efficient heater,18,2021,10,3.0,7.555555555555529
359,2021-10-24,efficient heater,15,2021,10,3.0,4.555555555555529
360,2021-10-31,efficient heater,26,2021,10,3.0,15.555555555555529
361,2021-11-07,efficient heater,15,2021,11,3.0,3.054575007279073
362,2021-11-14,efficient heater,6,2021,11,3.0,-5.945424992720927
364,2021-11-28,efficient heater,30,2021,11,3.0,18.054575007279073
365,2021-12-05,efficient heater,31,2021,12,3.0,28.74655820761427
367,2021-12-19,efficient heater,9,2021,12,3.0,6.746558207614271
368,2021-12-26,efficient heater,9,2021,12,3.0,6.746558207614271
366,2021-12-12,efficient heater,7,2021,12,3.0,4.746558207614271
392,2022-06-12,efficient heater,3,2022,6,4.0,14.764070248360166
393,2022-06-19,efficient heater,6,2022,6,4.0,17.764070248360166
394,2022-06-26,efficient heater,9,2022,6,4.0,20.764070248360166
395,2022-07-03,efficient heater,8,2022,7,4.0,19.228470934961205
396,2022-07-10,efficient heater,2,2022,7,4.0,13.228470934961205
397,2022-07-17,efficient heater,3,2022,7,4.0,14.228470934961205
398,2022-07-24,efficient heater,9,2022,7,4.0,20.228470934961205
399,2022-07-31,efficient heater,7,2022,7,4.0,18.228470934961205
400,2022-08-07,efficient heater,21,2022,8,4.0,26.74463660473257
401,2022-08-14,efficient heater,9,2022,8,4.0,14.74463660473257
402,2022-08-21,efficient heater,32,2022,8,4.0,37.74463660473257
403,2022-08-28,efficient heater,38,2022,8,4.0,43.74463660473257
404,2022-09-04,efficient heater,34,2022,9,4.0,24.705246718948406
406,2022-09-18,efficient heater,69,2022,9,4.0,59.7052467189484
407,2022-09-25,efficient heater,100,2022,9,4.0,90.7052467189484
408,2022-10-02,efficient heater,59,2022,10,4.0,48.55555555555553
409,2022-10-09,efficient heater,51,2022,10,4.0,40.55555555555553
410,2022-10-16,efficient heater,40,2022,10,4.0,29.55555555555553
411,2022-10-23,efficient heater,22,2022,10,4.0,11.555555555555529
412,2022-10-30,efficient heater,47,2022,10,4.0,36.55555555555553
413,2022-11-06,efficient heater,46,2022,11,4.0,34.05457500727908
414,2022-11-13,efficient heater,61,2022,11,4.0,49.05457500727908
415,2022-11-20,efficient heater,69,2022,11,4.0,57.05457500727908
405,2022-09-11,efficient heater,45,2022,9,4.0,35.7052467189484
391,2022-06-05,efficient heater,0,2022,6,4.0,11.764070248360166
390,2022-05-29,efficient heater,5,2022,5,4.0,15.779880186750063
389,2022-05-22,efficient heater,12,2022,5,4.0,22.779880186750063
388,2022-05-15,efficient heater,6,2022,5,4.0,16.779880186750063
369,2022-01-02,efficient heater,19,2022,1,4.0,19.0
370,2022-01-09,efficient heater,13,2022,1,4.0,13.0
371,2022-01-16,efficient heater,21,2022,1,4.0,21.0
372,2022-01-23,efficient heater,18,2022,1,4.0,18.0
373,2022-01-30,efficient heater,17,2022,1,4.0,17.0
374,2022-02-06,efficient heater,6,2022,2,4.0,10.841858826954848
376,2022-02-20,efficient heater,20,2022,2,4.0,24.841858826954848
377,2022-02-27,efficient heater,14,2022,2,4.0,18.841858826954848
378,2022-03-06,efficient heater,18,2022,3,4.0,26.600384320576293
379,2022-03-13,efficient heater,13,2022,3,4.0,21.600384320576293
380,2022-03-20,efficient heater,9,2022,3,4.0,17.600384320576293
381,2022-03-27,efficient heater,18,2022,3,4.0,26.600384320576293
382,2022-04-03,efficient heater,21,2022,4,4.0,31.091858826954855
383,2022-04-10,efficient heater,7,2022,4,4.0,17.091858826954855
384,2022-04-17,efficient heater,4,2022,4,4.0,14.091858826954855
385,2022-04-24,efficient heater,7,2022,4,4.0,17.091858826954855
386,2022-05-01,efficient heater,6,2022,5,4.0,16.779880186750063
387,2022-05-08,efficient heater,7,2022,5,4.0,17.779880186750063
375,2022-02-13,efficient heater,15,2022,2,4.0,19.841858826954848
625,2018-12-09,energy efficient,9,2018,12,0.0,5.151258133431799
628,2018-12-30,energy efficient,13,2018,12,0.0,9.1512581334318
627,2018-12-23,energy efficient,9,2018,12,0.0,5.151258133431799
626,2018-12-16,energy efficient,13,2018,12,0.0,9.1512581334318
624,2018-12-02,energy efficient,12,2018,12,0.0,8.1512581334318
658,2019-07-28,energy efficient,11,2019,7,1.0,13.616467398219326
659,2019-08-04,energy efficient,7,2019,8,1.0,4.311730537382681
660,2019-08-11,energy efficient,12,2019,8,1.0,9.311730537382681
661,2019-08-18,energy efficient,7,2019,8,1.0,4.311730537382681
662,2019-08-25,energy efficient,6,2019,8,1.0,3.3117305373826813
663,2019-09-01,energy efficient,9,2019,9,1.0,-0.3590193953493426
664,2019-09-08,energy efficient,14,2019,9,1.0,4.640980604650657
665,2019-09-15,energy efficient,10,2019,9,1.0,0.6409806046506574
666,2019-09-22,energy efficient,10,2019,9,1.0,0.6409806046506574
667,2019-09-29,energy efficient,16,2019,9,1.0,6.640980604650657
668,2019-10-06,energy efficient,15,2019,10,1.0,3.8333333333333357
657,2019-07-21,energy efficient,10,2019,7,1.0,12.616467398219326
669,2019-10-13,energy efficient,17,2019,10,1.0,5.833333333333336
671,2019-10-27,energy efficient,17,2019,10,1.0,5.833333333333336
672,2019-11-03,energy efficient,15,2019,11,1.0,6.898538503049345
673,2019-11-10,energy efficient,16,2019,11,1.0,7.898538503049345
674,2019-11-17,energy efficient,19,2019,11,1.0,10.898538503049345
675,2019-11-24,energy efficient,14,2019,11,1.0,5.898538503049345
676,2019-12-01,energy efficient,17,2019,12,1.0,13.1512581334318
677,2019-12-08,energy efficient,13,2019,12,1.0,9.1512581334318
678,2019-12-15,energy efficient,17,2019,12,1.0,13.1512581334318
679,2019-12-22,energy efficient,8,2019,12,1.0,4.151258133431799
680,2019-12-29,energy efficient,12,2019,12,1.0,8.1512581334318
670,2019-10-20,energy efficient,17,2019,10,1.0,5.833333333333336
656,2019-07-14,energy efficient,12,2019,7,1.0,14.616467398219326
655,2019-07-07,energy efficient,10,2019,7,1.0,12.616467398219326
654,2019-06-30,energy efficient,6,2019,6,1.0,11.582157075238896
629,2019-01-06,energy efficient,14,2019,1,1.0,14.0
630,2019-01-13,energy efficient,14,2019,1,1.0,14.0
631,2019-01-20,energy efficient,12,2019,1,1.0,12.0
632,2019-01-27,energy efficient,11,2019,1,1.0,11.0
633,2019-02-03,energy efficient,13,2019,2,1.0,14.360341648493813
634,2019-02-10,energy efficient,10,2019,2,1.0,11.360341648493813
635,2019-02-17,energy efficient,8,2019,2,1.0,9.360341648493813
636,2019-02-24,energy efficient,14,2019,2,1.0,15.360341648493813
637,2019-03-03,energy efficient,9,2019,3,1.0,11.067905519209827
638,2019-03-10,energy efficient,9,2019,3,1.0,11.067905519209827
639,2019-03-17,energy efficient,8,2019,3,1.0,10.067905519209827
640,2019-03-24,energy efficient,9,2019,3,1.0,11.067905519209827
641,2019-03-31,energy efficient,10,2019,3,1.0,12.067905519209827
642,2019-04-07,energy efficient,9,2019,4,1.0,11.235341648493813
643,2019-04-14,energy efficient,9,2019,4,1.0,11.235341648493813
644,2019-04-21,energy efficient,8,2019,4,1.0,10.235341648493813
645,2019-04-28,energy efficient,12,2019,4,1.0,14.235341648493813
646,2019-05-05,energy efficient,10,2019,5,1.0,14.122401529827165
647,2019-05-12,energy efficient,11,2019,5,1.0,15.122401529827165
648,2019-05-19,energy efficient,11,2019,5,1.0,15.122401529827165
649,2019-05-26,energy efficient,7,2019,5,1.0,11.122401529827165
650,2019-06-02,energy efficient,11,2019,6,1.0,16.582157075238896
651,2019-06-09,energy efficient,12,2019,6,1.0,17.582157075238896
652,2019-06-16,energy efficient,9,2019,6,1.0,14.582157075238896
653,2019-06-23,energy efficient,5,2019,6,1.0,10.582157075238896
699,2020-05-10,energy efficient,12,2020,5,2.0,16.122401529827165
698,2020-05-03,energy efficient,15,2020,5,2.0,19.122401529827165
697,2020-04-26,energy efficient,8,2020,4,2.0,10.235341648493813
696,2020-04-19,energy efficient,11,2020,4,2.0,13.235341648493813
695,2020-04-12,energy efficient,9,2020,4,2.0,11.235341648493813
694,2020-04-05,energy efficient,11,2020,4,2.0,13.235341648493813
693,2020-03-29,energy efficient,8,2020,3,2.0,10.067905519209827
692,2020-03-22,energy efficient,11,2020,3,2.0,13.067905519209827
691,2020-03-15,energy efficient,9,2020,3,2.0,11.067905519209827
690,2020-03-08,energy efficient,10,2020,3,2.0,12.067905519209827
700,2020-05-17,energy efficient,12,2020,5,2.0,16.122401529827165
689,2020-03-01,energy efficient,12,2020,3,2.0,14.067905519209827
687,2020-02-16,energy efficient,17,2020,2,2.0,18.360341648493815
686,2020-02-09,energy efficient,15,2020,2,2.0,16.360341648493815
685,2020-02-02,energy efficient,16,2020,2,2.0,17.360341648493815
684,2020-01-26,energy efficient,11,2020,1,2.0,11.0
683,2020-01-19,energy efficient,13,2020,1,2.0,13.0
682,2020-01-12,energy efficient,17,2020,1,2.0,17.0
681,2020-01-05,energy efficient,17,2020,1,2.0,17.0
688,2020-02-23,energy efficient,10,2020,2,2.0,11.360341648493813
701,2020-05-24,energy efficient,7,2020,5,2.0,11.122401529827165
703,2020-06-07,energy efficient,9,2020,6,2.0,14.582157075238896
725,2020-11-08,energy efficient,16,2020,11,2.0,7.898538503049345
724,2020-11-01,energy efficient,20,2020,11,2.0,11.898538503049345
723,2020-10-25,energy efficient,15,2020,10,2.0,3.833333333333332
722,2020-10-18,energy efficient,15,2020,10,2.0,3.833333333333332
721,2020-10-11,energy efficient,18,2020,10,2.0,6.833333333333332
720,2020-10-04,energy efficient,21,2020,10,2.0,9.833333333333332
719,2020-09-27,energy efficient,23,2020,9,2.0,13.640980604650657
718,2020-09-20,energy efficient,15,2020,9,2.0,5.640980604650657
717,2020-09-13,energy efficient,14,2020,9,2.0,4.640980604650657
716,2020-09-06,energy efficient,15,2020,9,2.0,5.640980604650657
702,2020-05-31,energy efficient,14,2020,5,2.0,18.122401529827165
715,2020-08-30,energy efficient,16,2020,8,2.0,13.31173053738268
713,2020-08-16,energy efficient,11,2020,8,2.0,8.31173053738268
712,2020-08-09,energy efficient,13,2020,8,2.0,10.31173053738268
711,2020-08-02,energy efficient,19,2020,8,2.0,16.31173053738268
710,2020-07-26,energy efficient,11,2020,7,2.0,13.616467398219326
709,2020-07-19,energy efficient,16,2020,7,2.0,18.616467398219328
708,2020-07-12,energy efficient,11,2020,7,2.0,13.616467398219326
707,2020-07-05,energy efficient,30,2020,7,2.0,32.61646739821933
706,2020-06-28,energy efficient,11,2020,6,2.0,16.582157075238896
705,2020-06-21,energy efficient,12,2020,6,2.0,17.582157075238896
704,2020-06-14,energy efficient,11,2020,6,2.0,16.582157075238896
714,2020-08-23,energy efficient,10,2020,8,2.0,7.3117305373826795
726,2020-11-15,energy efficient,14,2020,11,2.0,5.898538503049345
728,2020-11-29,energy efficient,17,2020,11,2.0,8.898538503049345
730,2020-12-13,energy efficient,11,2020,12,2.0,7.151258133431799
729,2020-12-06,energy efficient,19,2020,12,2.0,15.1512581334318
