,date,search_term,interest,year,month,year_trend,interest_sa
732,2020-12-27,energy efficient,15,2020,12,2.0,11.1512581334318
731,2020-12-20,energy efficient,10,2020,12,2.0,6.151258133431799
727,2020-11-22,energy efficient,18,2020,11,2.0,9.898538503049345
745,2021-03-28,energy efficient,9,2021,3,3.0,11.067905519209827
744,2021-03-21,energy efficient,11,2021,3,3.0,13.067905519209827
743,2021-03-14,energy efficient,11,2021,3,3.0,13.067905519209827
742,2021-03-07,energy efficient,15,2021,3,3.0,17.067905519209827
741,2021-02-28,energy efficient,16,2021,2,3.0,17.360341648493815
739,2021-02-14,energy efficient,9,2021,2,3.0,10.360341648493815
738,2021-02-07,energy efficient,22,2021,2,3.0,23.360341648493815
737,2021-01-31,energy efficient,18,2021,1,3.0,18.0
736,2021-01-24,energy efficient,15,2021,1,3.0,15.0
735,2021-01-17,energy efficient,17,2021,1,3.0,17.0
733,2021-01-03,energy efficient,22,2021,1,3.0,22.0
734,2021-01-10,energy efficient,19,2021,1,3.0,19.0
746,2021-04-04,energy efficient,16,2021,4,3.0,18.23534164849381
747,2021-04-11,energy efficient,12,2021,4,3.0,14.235341648493812
740,2021-02-21,energy efficient,16,2021,2,3.0,17.360341648493815
749,2021-04-25,energy efficient,13,2021,4,3.0,15.235341648493812
748,2021-04-18,energy efficient,13,2021,4,3.0,15.235341648493812
771,2021-09-26,energy efficient,20,2021,9,3.0,10.640980604650657
770,2021-09-19,energy efficient,17,2021,9,3.0,7.640980604650657
769,2021-09-12,energy efficient,16,2021,9,3.0,6.640980604650657
768,2021-09-05,energy efficient,12,2021,9,3.0,2.6409806046506574
767,2021-08-29,energy efficient,13,2021,8,3.0,10.31173053738268
765,2021-08-15,energy efficient,11,2021,8,3.0,8.31173053738268
764,2021-08-08,energy efficient,10,2021,8,3.0,7.3117305373826795
763,2021-08-01,energy efficient,10,2021,8,3.0,7.3117305373826795
762,2021-07-25,energy efficient,16,2021,7,3.0,18.616467398219328
772,2021-10-03,energy efficient,25,2021,10,3.0,13.833333333333332
761,2021-07-18,energy efficient,13,2021,7,3.0,15.616467398219328
759,2021-07-04,energy efficient,9,2021,7,3.0,11.616467398219328
758,2021-06-27,energy efficient,9,2021,6,3.0,14.582157075238896
757,2021-06-20,energy efficient,8,2021,6,3.0,13.582157075238896
756,2021-06-13,energy efficient,9,2021,6,3.0,14.582157075238896
755,2021-06-06,energy efficient,12,2021,6,3.0,17.582157075238896
754,2021-05-30,energy efficient,12,2021,5,3.0,16.122401529827165
753,2021-05-23,energy efficient,13,2021,5,3.0,17.122401529827165
752,2021-05-16,energy efficient,9,2021,5,3.0,13.122401529827165
751,2021-05-09,energy efficient,18,2021,5,3.0,22.122401529827165
750,2021-05-02,energy efficient,13,2021,5,3.0,17.122401529827165
760,2021-07-11,energy efficient,9,2021,7,3.0,11.616467398219328
773,2021-10-10,energy efficient,24,2021,10,3.0,12.833333333333332
766,2021-08-22,energy efficient,12,2021,8,3.0,9.31173053738268
775,2021-10-24,energy efficient,21,2021,10,3.0,9.833333333333332
774,2021-10-17,energy efficient,26,2021,10,3.0,14.833333333333332
776,2021-10-31,energy efficient,28,2021,10,3.0,16.833333333333332
777,2021-11-07,energy efficient,23,2021,11,3.0,14.898538503049345
779,2021-11-21,energy efficient,24,2021,11,3.0,15.898538503049345
780,2021-11-28,energy efficient,22,2021,11,3.0,13.898538503049345
778,2021-11-14,energy efficient,15,2021,11,3.0,6.898538503049345
782,2021-12-12,energy efficient,14,2021,12,3.0,10.1512581334318
783,2021-12-19,energy efficient,18,2021,12,3.0,14.1512581334318
784,2021-12-26,energy efficient,16,2021,12,3.0,12.1512581334318
781,2021-12-05,energy efficient,22,2021,12,3.0,18.1512581334318
825,2022-10-09,energy efficient,58,2022,10,4.0,46.83333333333333
824,2022-10-02,energy efficient,66,2022,10,4.0,54.83333333333333
823,2022-09-25,energy efficient,83,2022,9,4.0,73.64098060465065
822,2022-09-18,energy efficient,56,2022,9,4.0,46.64098060465066
821,2022-09-11,energy efficient,53,2022,9,4.0,43.64098060465066
820,2022-09-04,energy efficient,70,2022,9,4.0,60.64098060465066
819,2022-08-28,energy efficient,100,2022,8,4.0,97.31173053738269
818,2022-08-21,energy efficient,55,2022,8,4.0,52.31173053738268
817,2022-08-14,energy efficient,28,2022,8,4.0,25.31173053738268
816,2022-08-07,energy efficient,31,2022,8,4.0,28.31173053738268
815,2022-07-31,energy efficient,29,2022,7,4.0,31.616467398219328
814,2022-07-24,energy efficient,26,2022,7,4.0,28.616467398219328
826,2022-10-16,energy efficient,51,2022,10,4.0,39.83333333333333
813,2022-07-17,energy efficient,19,2022,7,4.0,21.616467398219328
811,2022-07-03,energy efficient,19,2022,7,4.0,21.616467398219328
810,2022-06-26,energy efficient,20,2022,6,4.0,25.582157075238896
809,2022-06-19,energy efficient,19,2022,6,4.0,24.582157075238896
808,2022-06-12,energy efficient,17,2022,6,4.0,22.582157075238896
807,2022-06-05,energy efficient,19,2022,6,4.0,24.582157075238896
806,2022-05-29,energy efficient,21,2022,5,4.0,25.122401529827165
805,2022-05-22,energy efficient,25,2022,5,4.0,29.122401529827165
804,2022-05-15,energy efficient,17,2022,5,4.0,21.122401529827165
803,2022-05-08,energy efficient,23,2022,5,4.0,27.122401529827165
802,2022-05-01,energy efficient,23,2022,5,4.0,27.122401529827165
801,2022-04-24,energy efficient,24,2022,4,4.0,26.23534164849381
800,2022-04-17,energy efficient,21,2022,4,4.0,23.23534164849381
812,2022-07-10,energy efficient,20,2022,7,4.0,22.616467398219328
799,2022-04-10,energy efficient,30,2022,4,4.0,32.235341648493815
827,2022-10-23,energy efficient,46,2022,10,4.0,34.83333333333333
829,2022-11-06,energy efficient,51,2022,11,4.0,42.898538503049345
828,2022-10-30,energy efficient,58,2022,10,4.0,46.83333333333333
831,2022-11-20,energy efficient,61,2022,11,4.0,52.898538503049345
830,2022-11-13,energy efficient,57,2022,11,4.0,48.898538503049345
798,2022-04-03,energy efficient,45,2022,4,4.0,47.235341648493815
797,2022-03-27,energy efficient,43,2022,3,4.0,45.06790551920983
796,2022-03-20,energy efficient,24,2022,3,4.0,26.067905519209827
795,2022-03-13,energy efficient,25,2022,3,4.0,27.067905519209827
794,2022-03-06,energy efficient,38,2022,3,4.0,40.06790551920983
793,2022-02-27,energy efficient,26,2022,2,4.0,27.360341648493815
792,2022-02-20,energy efficient,24,2022,2,4.0,25.360341648493815
791,2022-02-13,energy efficient,22,2022,2,4.0,23.360341648493815
790,2022-02-06,energy efficient,27,2022,2,4.0,28.360341648493815
789,2022-01-30,energy efficient,35,2022,1,4.0,35.0
788,2022-01-23,energy efficient,25,2022,1,4.0,25.0
787,2022-01-16,energy efficient,30,2022,1,4.0,30.0
786,2022-01-09,energy efficient,22,2022,1,4.0,22.0
785,2022-01-02,energy efficient,25,2022,1,4.0,25.0
1044,2018-12-30,triple glazing,37,2018,12,0.0,47.90411096875496
1043,2018-12-23,triple glazing,14,2018,12,0.0,24.904110968754967
1042,2018-12-16,triple glazing,31,2018,12,0.0,41.90411096875496
1041,2018-12-09,triple glazing,40,2018,12,0.0,50.90411096875496
1040,2018-12-02,triple glazing,29,2018,12,0.0,39.90411096875496
1045,2019-01-06,triple glazing,35,2019,1,1.0,35.0
1074,2019-07-28,triple glazing,48,2019,7,1.0,59.27316072223163
1075,2019-08-04,triple glazing,10,2019,8,1.0,28.83471715877573
1076,2019-08-11,triple glazing,39,2019,8,1.0,57.83471715877573
1077,2019-08-18,triple glazing,15,2019,8,1.0,33.83471715877573
1078,2019-08-25,triple glazing,30,2019,8,1.0,48.83471715877573
1079,2019-09-01,triple glazing,28,2019,9,1.0,34.89300562146362
1080,2019-09-08,triple glazing,30,2019,9,1.0,36.89300562146362
1081,2019-09-15,triple glazing,31,2019,9,1.0,37.89300562146362
1082,2019-09-22,triple glazing,20,2019,9,1.0,26.893005621463622
1083,2019-09-29,triple glazing,38,2019,9,1.0,44.89300562146362
1084,2019-10-06,triple glazing,38,2019,10,1.0,40.166666666666686
1073,2019-07-21,triple glazing,24,2019,7,1.0,35.27316072223163
1085,2019-10-13,triple glazing,33,2019,10,1.0,35.166666666666686
1087,2019-10-27,triple glazing,47,2019,10,1.0,49.166666666666686
1088,2019-11-03,triple glazing,30,2019,11,1.0,37.23905174017615
1089,2019-11-10,triple glazing,48,2019,11,1.0,55.23905174017615
1090,2019-11-17,triple glazing,11,2019,11,1.0,18.23905174017615
1091,2019-11-24,triple glazing,27,2019,11,1.0,34.23905174017615
1092,2019-12-01,triple glazing,17,2019,12,1.0,27.904110968754967
1093,2019-12-08,triple glazing,12,2019,12,1.0,22.904110968754967
1094,2019-12-15,triple glazing,24,2019,12,1.0,34.90411096875496
1095,2019-12-22,triple glazing,21,2019,12,1.0,31.904110968754967
1096,2019-12-29,triple glazing,44,2019,12,1.0,54.90411096875496
1086,2019-10-20,triple glazing,27,2019,10,1.0,29.166666666666686
1072,2019-07-14,triple glazing,22,2019,7,1.0,33.27316072223163
1071,2019-07-07,triple glazing,31,2019,7,1.0,42.27316072223163
1070,2019-06-30,triple glazing,29,2019,6,1.0,47.540064444993014
1046,2019-01-13,triple glazing,44,2019,1,1.0,44.0
1047,2019-01-20,triple glazing,38,2019,1,1.0,38.0
1048,2019-01-27,triple glazing,26,2019,1,1.0,26.0
1049,2019-02-03,triple glazing,52,2019,2,1.0,58.23749493655348
1050,2019-02-10,triple glazing,37,2019,2,1.0,43.23749493655348
1051,2019-02-17,triple glazing,29,2019,2,1.0,35.23749493655348
1052,2019-02-24,triple glazing,64,2019,2,1.0,70.23749493655347
1054,2019-03-10,triple glazing,24,2019,3,1.0,33.66943431755143
1055,2019-03-17,triple glazing,21,2019,3,1.0,30.669434317551428
1056,2019-03-24,triple glazing,13,2019,3,1.0,22.669434317551428
1057,2019-03-31,triple glazing,15,2019,3,1.0,24.669434317551428
1058,2019-04-07,triple glazing,40,2019,4,1.0,55.424994936553546
1059,2019-04-14,triple glazing,38,2019,4,1.0,53.424994936553546
1060,2019-04-21,triple glazing,48,2019,4,1.0,63.424994936553546
1061,2019-04-28,triple glazing,24,2019,4,1.0,39.424994936553546
1062,2019-05-05,triple glazing,22,2019,5,1.0,42.04572221847603
1063,2019-05-12,triple glazing,21,2019,5,1.0,41.04572221847603
1064,2019-05-19,triple glazing,27,2019,5,1.0,47.04572221847603
1065,2019-05-26,triple glazing,17,2019,5,1.0,37.04572221847603
1066,2019-06-02,triple glazing,16,2019,6,1.0,34.540064444993014
1067,2019-06-09,triple glazing,44,2019,6,1.0,62.540064444993014
1068,2019-06-16,triple glazing,12,2019,6,1.0,30.540064444993014
1053,2019-03-03,triple glazing,37,2019,3,1.0,46.66943431755143
1069,2019-06-23,triple glazing,33,2019,6,1.0,51.540064444993014
1129,2020-08-16,triple glazing,29,2020,8,2.0,47.83471715877573
1097,2020-01-05,triple glazing,44,2020,1,2.0,44.0
1099,2020-01-19,triple glazing,49,2020,1,2.0,49.0
1100,2020-01-26,triple glazing,34,2020,1,2.0,34.0
1101,2020-02-02,triple glazing,23,2020,2,2.0,29.23749493655348
1102,2020-02-09,triple glazing,36,2020,2,2.0,42.23749493655348
1103,2020-02-16,triple glazing,29,2020,2,2.0,35.23749493655348
1104,2020-02-23,triple glazing,31,2020,2,2.0,37.23749493655348
1105,2020-03-01,triple glazing,31,2020,3,2.0,40.66943431755143
1106,2020-03-08,triple glazing,39,2020,3,2.0,48.66943431755143
1098,2020-01-12,triple glazing,32,2020,1,2.0,32.0
1128,2020-08-09,triple glazing,13,2020,8,2.0,31.83471715877573
1113,2020-04-26,triple glazing,15,2020,4,2.0,30.424994936553546
1112,2020-04-19,triple glazing,17,2020,4,2.0,32.424994936553546
1111,2020-04-12,triple glazing,29,2020,4,2.0,44.424994936553546
1110,2020-04-05,triple glazing,19,2020,4,2.0,34.424994936553546
1109,2020-03-29,triple glazing,22,2020,3,2.0,31.669434317551428
1107,2020-03-15,triple glazing,21,2020,3,2.0,30.669434317551428
1127,2020-08-02,triple glazing,38,2020,8,2.0,56.83471715877573
1126,2020-07-26,triple glazing,33,2020,7,2.0,44.27316072223163
1125,2020-07-19,triple glazing,24,2020,7,2.0,35.27316072223163
1124,2020-07-12,triple glazing,42,2020,7,2.0,53.27316072223163
1123,2020-07-05,triple glazing,68,2020,7,2.0,79.27316072223162
1122,2020-06-28,triple glazing,17,2020,6,2.0,35.540064444993014
1121,2020-06-21,triple glazing,34,2020,6,2.0,52.540064444993014
1120,2020-06-14,triple glazing,37,2020,6,2.0,55.540064444993014
1119,2020-06-07,triple glazing,20,2020,6,2.0,38.540064444993014
1108,2020-03-22,triple glazing,24,2020,3,2.0,33.66943431755143
1118,2020-05-31,triple glazing,31,2020,5,2.0,51.04572221847603
1130,2020-08-23,triple glazing,29,2020,8,2.0,47.83471715877573
1131,2020-08-30,triple glazing,28,2020,8,2.0,46.83471715877573
1132,2020-09-06,triple glazing,53,2020,9,2.0,59.89300562146362
1133,2020-09-13,triple glazing,29,2020,9,2.0,35.89300562146362
1134,2020-09-20,triple glazing,34,2020,9,2.0,40.89300562146362
1135,2020-09-27,triple glazing,38,2020,9,2.0,44.89300562146362
1136,2020-10-04,triple glazing,50,2020,10,2.0,52.166666666666686
1137,2020-10-11,triple glazing,33,2020,10,2.0,35.166666666666686
1138,2020-10-18,triple glazing,28,2020,10,2.0,30.166666666666686
1139,2020-10-25,triple glazing,38,2020,10,2.0,40.166666666666686
1140,2020-11-01,triple glazing,15,2020,11,2.0,22.23905174017615
1142,2020-11-15,triple glazing,0,2020,11,2.0,7.23905174017615
1143,2020-11-22,triple glazing,38,2020,11,2.0,45.23905174017615
1144,2020-11-29,triple glazing,27,2020,11,2.0,34.23905174017615
1145,2020-12-06,triple glazing,31,2020,12,2.0,41.90411096875497
1146,2020-12-13,triple glazing,0,2020,12,2.0,10.904110968754969
1147,2020-12-20,triple glazing,21,2020,12,2.0,31.90411096875497
1148,2020-12-27,triple glazing,54,2020,12,2.0,64.90411096875496
1141,2020-11-08,triple glazing,17,2020,11,2.0,24.23905174017615
1117,2020-05-24,triple glazing,29,2020,5,2.0,49.04572221847603
1115,2020-05-10,triple glazing,25,2020,5,2.0,45.04572221847603
1116,2020-05-17,triple glazing,9,2020,5,2.0,29.04572221847603
1114,2020-05-03,triple glazing,15,2020,5,2.0,35.04572221847603
1149,2021-01-03,triple glazing,54,2021,1,3.0,54.0
1150,2021-01-10,triple glazing,37,2021,1,3.0,37.0
1151,2021-01-17,triple glazing,30,2021,1,3.0,29.999999999999996
1152,2021-01-24,triple glazing,24,2021,1,3.0,23.999999999999996
1153,2021-01-31,triple glazing,39,2021,1,3.0,39.0
1154,2021-02-07,triple glazing,26,2021,2,3.0,32.237494936553475
1155,2021-02-14,triple glazing,51,2021,2,3.0,57.237494936553475
1156,2021-02-21,triple glazing,31,2021,2,3.0,37.237494936553475
1157,2021-02-28,triple glazing,0,2021,2,3.0,6.237494936553478
1158,2021-03-07,triple glazing,43,2021,3,3.0,52.669434317551435
1159,2021-03-14,triple glazing,46,2021,3,3.0,55.669434317551435
1160,2021-03-21,triple glazing,41,2021,3,3.0,50.669434317551435
1162,2021-04-04,triple glazing,14,2021,4,3.0,29.424994936553546
1163,2021-04-11,triple glazing,40,2021,4,3.0,55.424994936553546
1164,2021-04-18,triple glazing,30,2021,4,3.0,45.424994936553546
1161,2021-03-28,triple glazing,28,2021,3,3.0,37.669434317551435
1179,2021-08-01,triple glazing,32,2021,8,3.0,50.83471715877573
1180,2021-08-08,triple glazing,0,2021,8,3.0,18.83471715877573
1181,2021-08-15,triple glazing,13,2021,8,3.0,31.83471715877573
1182,2021-08-22,triple glazing,0,2021,8,3.0,18.83471715877573
1183,2021-08-29,triple glazing,18,2021,8,3.0,36.83471715877573
1184,2021-09-05,triple glazing,11,2021,9,3.0,17.893005621463626
1185,2021-09-12,triple glazing,33,2021,9,3.0,39.89300562146363
1186,2021-09-19,triple glazing,55,2021,9,3.0,61.89300562146363
1187,2021-09-26,triple glazing,18,2021,9,3.0,24.893005621463626
1188,2021-10-03,triple glazing,19,2021,10,3.0,21.166666666666682
1178,2021-07-25,triple glazing,9,2021,7,3.0,20.273160722231633
1189,2021-10-10,triple glazing,53,2021,10,3.0,55.166666666666686
1191,2021-10-24,triple glazing,34,2021,10,3.0,36.166666666666686
1192,2021-10-31,triple glazing,63,2021,10,3.0,65.16666666666669
1193,2021-11-07,triple glazing,37,2021,11,3.0,44.23905174017615
1194,2021-11-14,triple glazing,38,2021,11,3.0,45.23905174017615
1195,2021-11-21,triple glazing,48,2021,11,3.0,55.23905174017615
1196,2021-11-28,triple glazing,71,2021,11,3.0,78.23905174017615
1197,2021-12-05,triple glazing,48,2021,12,3.0,58.90411096875496
1198,2021-12-12,triple glazing,49,2021,12,3.0,59.90411096875496
1199,2021-12-19,triple glazing,31,2021,12,3.0,41.90411096875496
1200,2021-12-26,triple glazing,16,2021,12,3.0,26.904110968754967
1190,2021-10-17,triple glazing,50,2021,10,3.0,52.166666666666686
1177,2021-07-18,triple glazing,17,2021,7,3.0,28.273160722231633
1176,2021-07-11,triple glazing,25,2021,7,3.0,36.27316072223164
1175,2021-07-04,triple glazing,13,2021,7,3.0,24.273160722231633
1166,2021-05-02,triple glazing,23,2021,5,3.0,43.04572221847603
1167,2021-05-09,triple glazing,37,2021,5,3.0,57.04572221847603
1168,2021-05-16,triple glazing,21,2021,5,3.0,41.04572221847603
1169,2021-05-23,triple glazing,9,2021,5,3.0,29.04572221847603
1170,2021-05-30,triple glazing,14,2021,5,3.0,34.04572221847603
1171,2021-06-06,triple glazing,20,2021,6,3.0,38.540064444993014
1172,2021-06-13,triple glazing,26,2021,6,3.0,44.540064444993014
1173,2021-06-20,triple glazing,11,2021,6,3.0,29.540064444993014
1174,2021-06-27,triple glazing,28,2021,6,3.0,46.540064444993014
1165,2021-04-25,triple glazing,11,2021,4,3.0,26.424994936553546
1216,2022-04-17,triple glazing,9,2022,4,4.0,24.424994936553542
1228,2022-07-10,triple glazing,59,2022,7,4.0,70.27316072223164
1227,2022-07-03,triple glazing,38,2022,7,4.0,49.27316072223164
1226,2022-06-26,triple glazing,16,2022,6,4.0,34.540064444993014
1225,2022-06-19,triple glazing,32,2022,6,4.0,50.540064444993014
1215,2022-04-10,triple glazing,43,2022,4,4.0,58.424994936553546
1217,2022-04-24,triple glazing,37,2022,4,4.0,52.424994936553546
1222,2022-05-29,triple glazing,14,2022,5,4.0,34.04572221847603
1219,2022-05-08,triple glazing,35,2022,5,4.0,55.04572221847603
1220,2022-05-15,triple glazing,27,2022,5,4.0,47.04572221847603
1221,2022-05-22,triple glazing,23,2022,5,4.0,43.04572221847603
1223,2022-06-05,triple glazing,24,2022,6,4.0,42.540064444993014
1224,2022-06-12,triple glazing,22,2022,6,4.0,40.540064444993014
1229,2022-07-17,triple glazing,41,2022,7,4.0,52.27316072223164
1218,2022-05-01,triple glazing,54,2022,5,4.0,74.04572221847603
1230,2022-07-24,triple glazing,29,2022,7,4.0,40.27316072223164
1232,2022-08-07,triple glazing,34,2022,8,4.0,52.83471715877573
1231,2022-07-31,triple glazing,32,2022,7,4.0,43.27316072223164
1233,2022-08-14,triple glazing,28,2022,8,4.0,46.83471715877573
1234,2022-08-21,triple glazing,50,2022,8,4.0,68.83471715877573
1235,2022-08-28,triple glazing,40,2022,8,4.0,58.83471715877573
1236,2022-09-04,triple glazing,37,2022,9,4.0,43.89300562146363
1237,2022-09-11,triple glazing,36,2022,9,4.0,42.89300562146363
1238,2022-09-18,triple glazing,51,2022,9,4.0,57.89300562146363
1239,2022-09-25,triple glazing,77,2022,9,4.0,83.89300562146363
1240,2022-10-02,triple glazing,45,2022,10,4.0,47.166666666666686
1241,2022-10-09,triple glazing,30,2022,10,4.0,32.166666666666686
1242,2022-10-16,triple glazing,64,2022,10,4.0,66.16666666666669
1243,2022-10-23,triple glazing,41,2022,10,4.0,43.166666666666686
1244,2022-10-30,triple glazing,60,2022,10,4.0,62.166666666666686
1245,2022-11-06,triple glazing,47,2022,11,4.0,54.23905174017615
1246,2022-11-13,triple glazing,48,2022,11,4.0,55.23905174017615
1247,2022-11-20,triple glazing,73,2022,11,4.0,80.23905174017615
1214,2022-04-03,triple glazing,37,2022,4,4.0,52.424994936553546
1213,2022-03-27,triple glazing,49,2022,3,4.0,58.669434317551435
1211,2022-03-13,triple glazing,46,2022,3,4.0,55.669434317551435
1210,2022-03-06,triple glazing,54,2022,3,4.0,63.669434317551435
1209,2022-02-27,triple glazing,47,2022,2,4.0,53.237494936553475
1208,2022-02-20,triple glazing,33,2022,2,4.0,39.237494936553475
1207,2022-02-13,triple glazing,45,2022,2,4.0,51.237494936553475
1206,2022-02-06,triple glazing,64,2022,2,4.0,70.23749493655347
1205,2022-01-30,triple glazing,100,2022,1,4.0,100.0
1204,2022-01-23,triple glazing,56,2022,1,4.0,56.0
1203,2022-01-16,triple glazing,52,2022,1,4.0,52.0
1202,2022-01-09,triple glazing,38,2022,1,4.0,38.0
1201,2022-01-02,triple glazing,60,2022,1,4.0,60.0
1212,2022-03-20,triple glazing,50,2022,3,4.0,59.669434317551435
416,2018-12-02,efficient boiler,0,2018,12,0.0,-2.229886566496977
417,2018-12-09,efficient boiler,34,2018,12,0.0,31.770113433503024
418,2018-12-16,efficient boiler,11,2018,12,0.0,8.770113433503024
419,2018-12-23,efficient boiler,0,2018,12,0.0,-2.229886566496977
420,2018-12-30,efficient boiler,41,2018,12,0.0,38.77011343350302
434,2019-04-07,efficient boiler,14,2019,4,1.0,25.867358796985048
433,2019-03-31,efficient boiler,0,2019,3,1.0,-0.39028240602978137
432,2019-03-24,efficient boiler,0,2019,3,1.0,-0.39028240602978137
431,2019-03-17,efficient boiler,65,2019,3,1.0,64.60971759397022
430,2019-03-10,efficient boiler,28,2019,3,1.0,27.609717593970217
429,2019-03-03,efficient boiler,0,2019,3,1.0,-0.39028240602978137
428,2019-02-24,efficient boiler,0,2019,2,1.0,-0.25764120301490223
427,2019-02-17,efficient boiler,0,2019,2,1.0,-0.25764120301490223
426,2019-02-10,efficient boiler,11,2019,2,1.0,10.742358796985098
425,2019-02-03,efficient boiler,38,2019,2,1.0,37.7423587969851
424,2019-01-27,efficient boiler,24,2019,1,1.0,24.0
423,2019-01-20,efficient boiler,28,2019,1,1.0,28.0
422,2019-01-13,efficient boiler,15,2019,1,1.0,15.0
421,2019-01-06,efficient boiler,26,2019,1,1.0,26.0
435,2019-04-14,efficient boiler,27,2019,4,1.0,38.867358796985044
436,2019-04-21,efficient boiler,11,2019,4,1.0,22.867358796985048
439,2019-05-12,efficient boiler,28,2019,5,1.0,39.186932809653555
438,2019-05-05,efficient boiler,12,2019,5,1.0,23.18693280965356
437,2019-04-28,efficient boiler,0,2019,4,1.0,11.867358796985048
462,2019-10-20,efficient boiler,0,2019,10,1.0,-12.22222222222225
461,2019-10-13,efficient boiler,36,2019,10,1.0,23.77777777777775
460,2019-10-06,efficient boiler,0,2019,10,1.0,-12.22222222222225
459,2019-09-29,efficient boiler,22,2019,9,1.0,21.96607019459094
458,2019-09-22,efficient boiler,0,2019,9,1.0,-0.03392980540905732
457,2019-09-15,efficient boiler,10,2019,9,1.0,9.966070194590943
456,2019-09-08,efficient boiler,16,2019,9,1.0,15.966070194590943
455,2019-09-01,efficient boiler,14,2019,9,1.0,13.966070194590943
454,2019-08-25,efficient boiler,12,2019,8,1.0,15.888192130318428
453,2019-08-18,efficient boiler,0,2019,8,1.0,3.888192130318428
452,2019-08-11,efficient boiler,0,2019,8,1.0,3.888192130318428
463,2019-10-27,efficient boiler,46,2019,10,1.0,33.77777777777775
451,2019-08-04,efficient boiler,0,2019,8,1.0,3.888192130318428
449,2019-07-21,efficient boiler,0,2019,7,1.0,12.261294458202782
448,2019-07-14,efficient boiler,0,2019,7,1.0,12.261294458202782
447,2019-07-07,efficient boiler,0,2019,7,1.0,12.261294458202782
446,2019-06-30,efficient boiler,15,2019,6,1.0,29.260187841649753
445,2019-06-23,efficient boiler,0,2019,6,1.0,14.260187841649755
444,2019-06-16,efficient boiler,0,2019,6,1.0,14.260187841649755
443,2019-06-09,efficient boiler,29,2019,6,1.0,43.26018784164975
442,2019-06-02,efficient boiler,0,2019,6,1.0,14.260187841649755
441,2019-05-26,efficient boiler,11,2019,5,1.0,22.18693280965356
440,2019-05-19,efficient boiler,0,2019,5,1.0,11.186932809653559
450,2019-07-28,efficient boiler,12,2019,7,1.0,24.261294458202784
464,2019-11-03,efficient boiler,37,2019,11,1.0,25.304074943593392
465,2019-11-10,efficient boiler,40,2019,11,1.0,28.304074943593392
466,2019-11-17,efficient boiler,23,2019,11,1.0,11.304074943593392
