,date,search_term,interest,year,month,year_trend,interest_sa
472,2019-12-29,efficient boiler,31,2019,12,1.0,28.770113433503024
471,2019-12-22,efficient boiler,14,2019,12,1.0,11.770113433503024
470,2019-12-15,efficient boiler,26,2019,12,1.0,23.770113433503024
469,2019-12-08,efficient boiler,28,2019,12,1.0,25.770113433503024
468,2019-12-01,efficient boiler,38,2019,12,1.0,35.77011343350303
467,2019-11-24,efficient boiler,25,2019,11,1.0,13.304074943593392
512,2020-10-04,efficient boiler,9,2020,10,2.0,-3.22222222222225
511,2020-09-27,efficient boiler,42,2020,9,2.0,41.96607019459094
510,2020-09-20,efficient boiler,25,2020,9,2.0,24.96607019459094
509,2020-09-13,efficient boiler,12,2020,9,2.0,11.966070194590941
508,2020-09-06,efficient boiler,0,2020,9,2.0,-0.0339298054090591
507,2020-08-30,efficient boiler,0,2020,8,2.0,3.88819213031843
506,2020-08-23,efficient boiler,15,2020,8,2.0,18.88819213031843
505,2020-08-16,efficient boiler,0,2020,8,2.0,3.88819213031843
504,2020-08-09,efficient boiler,14,2020,8,2.0,17.88819213031843
503,2020-08-02,efficient boiler,0,2020,8,2.0,3.88819213031843
502,2020-07-26,efficient boiler,21,2020,7,2.0,33.261294458202784
501,2020-07-19,efficient boiler,36,2020,7,2.0,48.261294458202784
500,2020-07-12,efficient boiler,0,2020,7,2.0,12.261294458202782
499,2020-07-05,efficient boiler,49,2020,7,2.0,61.261294458202784
498,2020-06-28,efficient boiler,18,2020,6,2.0,32.26018784164975
513,2020-10-11,efficient boiler,24,2020,10,2.0,11.77777777777775
514,2020-10-18,efficient boiler,30,2020,10,2.0,17.77777777777775
516,2020-11-01,efficient boiler,16,2020,11,2.0,4.304074943593392
524,2020-12-27,efficient boiler,27,2020,12,2.0,24.770113433503024
522,2020-12-13,efficient boiler,0,2020,12,2.0,-2.229886566496976
521,2020-12-06,efficient boiler,0,2020,12,2.0,-2.229886566496976
520,2020-11-29,efficient boiler,27,2020,11,2.0,15.304074943593392
519,2020-11-22,efficient boiler,20,2020,11,2.0,8.304074943593392
518,2020-11-15,efficient boiler,10,2020,11,2.0,-1.6959250564066082
517,2020-11-08,efficient boiler,35,2020,11,2.0,23.304074943593392
515,2020-10-25,efficient boiler,48,2020,10,2.0,35.77777777777775
490,2020-05-03,efficient boiler,11,2020,5,2.0,22.18693280965356
491,2020-05-10,efficient boiler,11,2020,5,2.0,22.18693280965356
492,2020-05-17,efficient boiler,0,2020,5,2.0,11.186932809653559
493,2020-05-24,efficient boiler,15,2020,5,2.0,26.18693280965356
494,2020-05-31,efficient boiler,11,2020,5,2.0,22.18693280965356
495,2020-06-07,efficient boiler,0,2020,6,2.0,14.260187841649755
496,2020-06-14,efficient boiler,15,2020,6,2.0,29.260187841649753
497,2020-06-21,efficient boiler,0,2020,6,2.0,14.260187841649755
489,2020-04-26,efficient boiler,12,2020,4,2.0,23.867358796985048
488,2020-04-19,efficient boiler,12,2020,4,2.0,23.867358796985048
487,2020-04-12,efficient boiler,0,2020,4,2.0,11.867358796985048
486,2020-04-05,efficient boiler,0,2020,4,2.0,11.867358796985048
473,2020-01-05,efficient boiler,0,2020,1,2.0,0.0
474,2020-01-12,efficient boiler,23,2020,1,2.0,23.0
475,2020-01-19,efficient boiler,31,2020,1,2.0,31.0
476,2020-01-26,efficient boiler,0,2020,1,2.0,0.0
478,2020-02-09,efficient boiler,0,2020,2,2.0,-0.25764120301490223
479,2020-02-16,efficient boiler,0,2020,2,2.0,-0.25764120301490223
480,2020-02-23,efficient boiler,20,2020,2,2.0,19.742358796985098
481,2020-03-01,efficient boiler,0,2020,3,2.0,-0.39028240602978315
482,2020-03-08,efficient boiler,28,2020,3,2.0,27.609717593970217
483,2020-03-15,efficient boiler,12,2020,3,2.0,11.609717593970217
484,2020-03-22,efficient boiler,28,2020,3,2.0,27.609717593970217
485,2020-03-29,efficient boiler,0,2020,3,2.0,-0.39028240602978315
477,2020-02-02,efficient boiler,28,2020,2,2.0,27.742358796985098
523,2020-12-20,efficient boiler,33,2020,12,2.0,30.770113433503024
537,2021-03-28,efficient boiler,27,2021,3,3.0,26.60971759397022
538,2021-04-04,efficient boiler,0,2021,4,3.0,11.867358796985048
539,2021-04-11,efficient boiler,20,2021,4,3.0,31.867358796985048
540,2021-04-18,efficient boiler,15,2021,4,3.0,26.867358796985048
541,2021-04-25,efficient boiler,45,2021,4,3.0,56.867358796985044
542,2021-05-02,efficient boiler,12,2021,5,3.0,23.18693280965356
543,2021-05-09,efficient boiler,28,2021,5,3.0,39.186932809653555
544,2021-05-16,efficient boiler,24,2021,5,3.0,35.186932809653555
545,2021-05-23,efficient boiler,14,2021,5,3.0,25.18693280965356
546,2021-05-30,efficient boiler,12,2021,5,3.0,23.18693280965356
536,2021-03-21,efficient boiler,0,2021,3,3.0,-0.3902824060297796
547,2021-06-06,efficient boiler,0,2021,6,3.0,14.260187841649756
549,2021-06-20,efficient boiler,10,2021,6,3.0,24.260187841649756
550,2021-06-27,efficient boiler,9,2021,6,3.0,23.260187841649756
551,2021-07-04,efficient boiler,0,2021,7,3.0,12.26129445820278
552,2021-07-11,efficient boiler,0,2021,7,3.0,12.26129445820278
553,2021-07-18,efficient boiler,20,2021,7,3.0,32.261294458202784
554,2021-07-25,efficient boiler,24,2021,7,3.0,36.261294458202784
555,2021-08-01,efficient boiler,0,2021,8,3.0,3.8881921303184264
556,2021-08-08,efficient boiler,23,2021,8,3.0,26.888192130318426
557,2021-08-15,efficient boiler,26,2021,8,3.0,29.888192130318426
558,2021-08-22,efficient boiler,12,2021,8,3.0,15.888192130318426
548,2021-06-13,efficient boiler,0,2021,6,3.0,14.260187841649756
559,2021-08-29,efficient boiler,43,2021,8,3.0,46.88819213031843
535,2021-03-14,efficient boiler,26,2021,3,3.0,25.60971759397022
533,2021-02-28,efficient boiler,31,2021,2,3.0,30.742358796985098
534,2021-03-07,efficient boiler,0,2021,3,3.0,-0.3902824060297796
525,2021-01-03,efficient boiler,29,2021,1,3.0,29.0
526,2021-01-10,efficient boiler,43,2021,1,3.0,43.0
527,2021-01-17,efficient boiler,26,2021,1,3.0,26.0
528,2021-01-24,efficient boiler,44,2021,1,3.0,44.0
529,2021-01-31,efficient boiler,21,2021,1,3.0,21.0
530,2021-02-07,efficient boiler,45,2021,2,3.0,44.7423587969851
531,2021-02-14,efficient boiler,26,2021,2,3.0,25.742358796985098
532,2021-02-21,efficient boiler,22,2021,2,3.0,21.742358796985098
560,2021-09-05,efficient boiler,0,2021,9,3.0,-0.03392980540905555
561,2021-09-12,efficient boiler,12,2021,9,3.0,11.966070194590944
562,2021-09-19,efficient boiler,49,2021,9,3.0,48.96607019459094
563,2021-09-26,efficient boiler,18,2021,9,3.0,17.966070194590944
564,2021-10-03,efficient boiler,62,2021,10,3.0,49.77777777777776
565,2021-10-10,efficient boiler,55,2021,10,3.0,42.77777777777776
566,2021-10-17,efficient boiler,60,2021,10,3.0,47.77777777777776
567,2021-10-24,efficient boiler,24,2021,10,3.0,11.777777777777754
568,2021-10-31,efficient boiler,40,2021,10,3.0,27.777777777777754
569,2021-11-07,efficient boiler,49,2021,11,3.0,37.30407494359339
570,2021-11-14,efficient boiler,40,2021,11,3.0,28.30407494359339
571,2021-11-21,efficient boiler,31,2021,11,3.0,19.30407494359339
572,2021-11-28,efficient boiler,55,2021,11,3.0,43.30407494359339
573,2021-12-05,efficient boiler,10,2021,12,3.0,7.770113433503024
574,2021-12-12,efficient boiler,0,2021,12,3.0,-2.229886566496976
575,2021-12-19,efficient boiler,19,2021,12,3.0,16.770113433503024
576,2021-12-26,efficient boiler,35,2021,12,3.0,32.77011343350303
607,2022-07-31,efficient boiler,41,2022,7,4.0,53.261294458202784
596,2022-05-15,efficient boiler,19,2022,5,4.0,30.18693280965356
597,2022-05-22,efficient boiler,27,2022,5,4.0,38.186932809653555
598,2022-05-29,efficient boiler,15,2022,5,4.0,26.18693280965356
599,2022-06-05,efficient boiler,26,2022,6,4.0,40.26018784164975
600,2022-06-12,efficient boiler,15,2022,6,4.0,29.260187841649753
601,2022-06-19,efficient boiler,42,2022,6,4.0,56.26018784164975
602,2022-06-26,efficient boiler,25,2022,6,4.0,39.26018784164975
603,2022-07-03,efficient boiler,0,2022,7,4.0,12.261294458202784
604,2022-07-10,efficient boiler,0,2022,7,4.0,12.261294458202784
605,2022-07-17,efficient boiler,34,2022,7,4.0,46.261294458202784
623,2022-11-20,efficient boiler,71,2022,11,4.0,59.30407494359339
622,2022-11-13,efficient boiler,91,2022,11,4.0,79.30407494359339
595,2022-05-08,efficient boiler,44,2022,5,4.0,55.186932809653555
621,2022-11-06,efficient boiler,32,2022,11,4.0,20.304074943593392
619,2022-10-23,efficient boiler,25,2022,10,4.0,12.77777777777775
618,2022-10-16,efficient boiler,97,2022,10,4.0,84.77777777777774
617,2022-10-09,efficient boiler,46,2022,10,4.0,33.77777777777775
616,2022-10-02,efficient boiler,62,2022,10,4.0,49.77777777777775
615,2022-09-25,efficient boiler,72,2022,9,4.0,71.96607019459094
614,2022-09-18,efficient boiler,32,2022,9,4.0,31.96607019459094
613,2022-09-11,efficient boiler,48,2022,9,4.0,47.96607019459094
612,2022-09-04,efficient boiler,75,2022,9,4.0,74.96607019459094
611,2022-08-28,efficient boiler,100,2022,8,4.0,103.88819213031843
610,2022-08-21,efficient boiler,83,2022,8,4.0,86.88819213031843
609,2022-08-14,efficient boiler,45,2022,8,4.0,48.88819213031843
608,2022-08-07,efficient boiler,44,2022,8,4.0,47.88819213031843
620,2022-10-30,efficient boiler,61,2022,10,4.0,48.77777777777775
594,2022-05-01,efficient boiler,21,2022,5,4.0,32.186932809653555
593,2022-04-24,efficient boiler,16,2022,4,4.0,27.867358796985048
592,2022-04-17,efficient boiler,12,2022,4,4.0,23.867358796985048
577,2022-01-02,efficient boiler,31,2022,1,4.0,31.0
578,2022-01-09,efficient boiler,29,2022,1,4.0,29.0
579,2022-01-16,efficient boiler,29,2022,1,4.0,29.0
580,2022-01-23,efficient boiler,52,2022,1,4.0,52.0
581,2022-01-30,efficient boiler,54,2022,1,4.0,54.0
582,2022-02-06,efficient boiler,74,2022,2,4.0,73.7423587969851
583,2022-02-13,efficient boiler,44,2022,2,4.0,43.7423587969851
584,2022-02-20,efficient boiler,55,2022,2,4.0,54.7423587969851
585,2022-02-27,efficient boiler,43,2022,2,4.0,42.7423587969851
586,2022-03-06,efficient boiler,82,2022,3,4.0,81.60971759397022
587,2022-03-13,efficient boiler,47,2022,3,4.0,46.60971759397022
588,2022-03-20,efficient boiler,44,2022,3,4.0,43.60971759397022
589,2022-03-27,efficient boiler,89,2022,3,4.0,88.60971759397022
590,2022-04-03,efficient boiler,59,2022,4,4.0,70.86735879698504
591,2022-04-10,efficient boiler,0,2022,4,4.0,11.867358796985048
606,2022-07-24,efficient boiler,28,2022,7,4.0,40.261294458202784
836,2018-12-30,double glazing,50,2018,12,0.0,67.49718510208517
835,2018-12-23,double glazing,31,2018,12,0.0,48.49718510208517
834,2018-12-16,double glazing,38,2018,12,0.0,55.49718510208517
833,2018-12-09,double glazing,44,2018,12,0.0,61.49718510208517
832,2018-12-02,double glazing,50,2018,12,0.0,67.49718510208517
867,2019-08-04,double glazing,46,2019,8,1.0,44.15125925170473
868,2019-08-11,double glazing,62,2019,8,1.0,60.15125925170473
869,2019-08-18,double glazing,49,2019,8,1.0,47.15125925170473
870,2019-08-25,double glazing,53,2019,8,1.0,51.15125925170473
871,2019-09-01,double glazing,53,2019,9,1.0,51.87758604309113
872,2019-09-08,double glazing,52,2019,9,1.0,50.87758604309113
873,2019-09-15,double glazing,51,2019,9,1.0,49.87758604309113
874,2019-09-22,double glazing,50,2019,9,1.0,48.87758604309113
875,2019-09-29,double glazing,59,2019,9,1.0,57.87758604309113
876,2019-10-06,double glazing,55,2019,10,1.0,52.500000000000036
877,2019-10-13,double glazing,49,2019,10,1.0,46.500000000000036
880,2019-11-03,double glazing,60,2019,11,1.0,63.828370354316945
879,2019-10-27,double glazing,58,2019,10,1.0,55.500000000000036
866,2019-07-28,double glazing,51,2019,7,1.0,51.43146840803078
881,2019-11-10,double glazing,54,2019,11,1.0,57.828370354316945
882,2019-11-17,double glazing,49,2019,11,1.0,52.828370354316945
883,2019-11-24,double glazing,38,2019,11,1.0,41.828370354316945
884,2019-12-01,double glazing,43,2019,12,1.0,60.49718510208517
885,2019-12-08,double glazing,33,2019,12,1.0,50.49718510208517
886,2019-12-15,double glazing,37,2019,12,1.0,54.49718510208517
887,2019-12-22,double glazing,25,2019,12,1.0,42.49718510208517
888,2019-12-29,double glazing,42,2019,12,1.0,59.49718510208517
878,2019-10-20,double glazing,55,2019,10,1.0,52.500000000000036
865,2019-07-21,double glazing,56,2019,7,1.0,56.43146840803078
863,2019-07-07,double glazing,47,2019,7,1.0,47.43146840803078
857,2019-05-26,double glazing,50,2019,5,1.0,56.027703701516884
858,2019-06-02,double glazing,47,2019,6,1.0,52.46582133720878
859,2019-06-09,double glazing,53,2019,6,1.0,58.46582133720878
860,2019-06-16,double glazing,42,2019,6,1.0,47.46582133720878
861,2019-06-23,double glazing,53,2019,6,1.0,58.46582133720878
862,2019-06-30,double glazing,45,2019,6,1.0,50.46582133720878
864,2019-07-14,double glazing,45,2019,7,1.0,45.43146840803078
837,2019-01-06,double glazing,59,2019,1,1.0,59.0
838,2019-01-13,double glazing,59,2019,1,1.0,59.0
839,2019-01-20,double glazing,60,2019,1,1.0,60.0
840,2019-01-27,double glazing,60,2019,1,1.0,60.0
841,2019-02-03,double glazing,62,2019,2,1.0,58.40820369614918
842,2019-02-10,double glazing,53,2019,2,1.0,49.40820369614918
843,2019-02-17,double glazing,58,2019,2,1.0,54.40820369614918
844,2019-02-24,double glazing,55,2019,2,1.0,51.40820369614918
845,2019-03-03,double glazing,59,2019,3,1.0,60.58029628118723
846,2019-03-10,double glazing,61,2019,3,1.0,62.58029628118723
847,2019-03-17,double glazing,56,2019,3,1.0,57.58029628118723
848,2019-03-24,double glazing,67,2019,3,1.0,68.58029628118723
849,2019-03-31,double glazing,62,2019,3,1.0,63.58029628118723
850,2019-04-07,double glazing,63,2019,4,1.0,64.47070369614917
851,2019-04-14,double glazing,58,2019,4,1.0,59.470703696149165
852,2019-04-21,double glazing,58,2019,4,1.0,59.470703696149165
853,2019-04-28,double glazing,54,2019,4,1.0,55.470703696149165
854,2019-05-05,double glazing,55,2019,5,1.0,61.027703701516884
855,2019-05-12,double glazing,53,2019,5,1.0,59.027703701516884
856,2019-05-19,double glazing,50,2019,5,1.0,56.027703701516884
914,2020-06-28,double glazing,68,2020,6,2.0,73.46582133720878
915,2020-07-05,double glazing,100,2020,7,2.0,100.43146840803078
916,2020-07-12,double glazing,77,2020,7,2.0,77.43146840803078
917,2020-07-19,double glazing,70,2020,7,2.0,70.43146840803078
918,2020-07-26,double glazing,73,2020,7,2.0,73.43146840803078
919,2020-08-02,double glazing,72,2020,8,2.0,70.15125925170473
920,2020-08-09,double glazing,75,2020,8,2.0,73.15125925170473
921,2020-08-16,double glazing,70,2020,8,2.0,68.15125925170473
922,2020-08-23,double glazing,74,2020,8,2.0,72.15125925170473
923,2020-08-30,double glazing,84,2020,8,2.0,82.15125925170473
913,2020-06-21,double glazing,65,2020,6,2.0,70.46582133720878
924,2020-09-06,double glazing,76,2020,9,2.0,74.87758604309113
925,2020-09-13,double glazing,69,2020,9,2.0,67.87758604309113
912,2020-06-14,double glazing,62,2020,6,2.0,67.46582133720878
911,2020-06-07,double glazing,55,2020,6,2.0,60.46582133720878
935,2020-11-22,double glazing,58,2020,11,2.0,61.828370354316945
936,2020-11-29,double glazing,49,2020,11,2.0,52.828370354316945
937,2020-12-06,double glazing,44,2020,12,2.0,61.49718510208517
938,2020-12-13,double glazing,49,2020,12,2.0,66.49718510208517
939,2020-12-20,double glazing,39,2020,12,2.0,56.49718510208517
940,2020-12-27,double glazing,58,2020,12,2.0,75.49718510208517
934,2020-11-15,double glazing,62,2020,11,2.0,65.82837035431695
933,2020-11-08,double glazing,55,2020,11,2.0,58.828370354316945
931,2020-10-25,double glazing,62,2020,10,2.0,59.500000000000036
932,2020-11-01,double glazing,66,2020,11,2.0,69.82837035431695
928,2020-10-04,double glazing,81,2020,10,2.0,78.50000000000004
929,2020-10-11,double glazing,74,2020,10,2.0,71.50000000000004
930,2020-10-18,double glazing,67,2020,10,2.0,64.50000000000004
910,2020-05-31,double glazing,64,2020,5,2.0,70.02770370151688
889,2020-01-05,double glazing,46,2020,1,2.0,46.0
890,2020-01-12,double glazing,56,2020,1,2.0,56.0
891,2020-01-19,double glazing,58,2020,1,2.0,58.0
892,2020-01-26,double glazing,56,2020,1,2.0,56.0
893,2020-02-02,double glazing,51,2020,2,2.0,47.40820369614918
894,2020-02-09,double glazing,63,2020,2,2.0,59.40820369614918
895,2020-02-16,double glazing,63,2020,2,2.0,59.40820369614918
896,2020-02-23,double glazing,60,2020,2,2.0,56.40820369614918
897,2020-03-01,double glazing,56,2020,3,2.0,57.58029628118723
927,2020-09-27,double glazing,77,2020,9,2.0,75.87758604309113
898,2020-03-08,double glazing,49,2020,3,2.0,50.58029628118723
900,2020-03-22,double glazing,37,2020,3,2.0,38.58029628118723
901,2020-03-29,double glazing,27,2020,3,2.0,28.580296281187234
902,2020-04-05,double glazing,37,2020,4,2.0,38.470703696149165
903,2020-04-12,double glazing,36,2020,4,2.0,37.470703696149165
904,2020-04-19,double glazing,49,2020,4,2.0,50.470703696149165
905,2020-04-26,double glazing,41,2020,4,2.0,42.470703696149165
906,2020-05-03,double glazing,44,2020,5,2.0,50.027703701516884
907,2020-05-10,double glazing,51,2020,5,2.0,57.027703701516884
908,2020-05-17,double glazing,56,2020,5,2.0,62.027703701516884
909,2020-05-24,double glazing,55,2020,5,2.0,61.027703701516884
899,2020-03-15,double glazing,38,2020,3,2.0,39.58029628118723
926,2020-09-20,double glazing,75,2020,9,2.0,73.87758604309113
952,2021-03-21,double glazing,80,2021,3,3.0,81.58029628118723
948,2021-02-21,double glazing,78,2021,2,3.0,74.40820369614917
947,2021-02-14,double glazing,71,2021,2,3.0,67.40820369614917
946,2021-02-07,double glazing,80,2021,2,3.0,76.40820369614917
949,2021-02-28,double glazing,66,2021,2,3.0,62.40820369614918
945,2021-01-31,double glazing,63,2021,1,3.0,63.0
950,2021-03-07,double glazing,68,2021,3,3.0,69.58029628118723
951,2021-03-14,double glazing,68,2021,3,3.0,69.58029628118723
953,2021-03-28,double glazing,72,2021,3,3.0,73.58029628118723
955,2021-04-11,double glazing,74,2021,4,3.0,75.47070369614916
956,2021-04-18,double glazing,79,2021,4,3.0,80.47070369614916
957,2021-04-25,double glazing,68,2021,4,3.0,69.47070369614916
944,2021-01-24,double glazing,63,2021,1,3.0,63.0
958,2021-05-02,double glazing,66,2021,5,3.0,72.02770370151688
959,2021-05-09,double glazing,55,2021,5,3.0,61.027703701516884
960,2021-05-16,double glazing,50,2021,5,3.0,56.027703701516884
961,2021-05-23,double glazing,53,2021,5,3.0,59.027703701516884
962,2021-05-30,double glazing,65,2021,5,3.0,71.02770370151688
954,2021-04-04,double glazing,78,2021,4,3.0,79.47070369614916
943,2021-01-17,double glazing,60,2021,1,3.0,60.0
941,2021-01-03,double glazing,60,2021,1,3.0,60.0
963,2021-06-06,double glazing,57,2021,6,3.0,62.46582133720878
942,2021-01-10,double glazing,62,2021,1,3.0,62.0
964,2021-06-13,double glazing,59,2021,6,3.0,64.46582133720878
966,2021-06-27,double glazing,54,2021,6,3.0,59.46582133720878
990,2021-12-12,double glazing,38,2021,12,3.0,55.49718510208517
989,2021-12-05,double glazing,47,2021,12,3.0,64.49718510208517
988,2021-11-28,double glazing,51,2021,11,3.0,54.828370354316945
987,2021-11-21,double glazing,62,2021,11,3.0,65.82837035431695
986,2021-11-14,double glazing,49,2021,11,3.0,52.828370354316945
985,2021-11-07,double glazing,56,2021,11,3.0,59.828370354316945
984,2021-10-31,double glazing,71,2021,10,3.0,68.50000000000003
983,2021-10-24,double glazing,59,2021,10,3.0,56.500000000000036
982,2021-10-17,double glazing,66,2021,10,3.0,63.500000000000036
981,2021-10-10,double glazing,56,2021,10,3.0,53.500000000000036
980,2021-10-03,double glazing,63,2021,10,3.0,60.500000000000036
991,2021-12-19,double glazing,31,2021,12,3.0,48.49718510208517
979,2021-09-26,double glazing,64,2021,9,3.0,62.87758604309113
977,2021-09-12,double glazing,53,2021,9,3.0,51.87758604309113
976,2021-09-05,double glazing,51,2021,9,3.0,49.87758604309113
975,2021-08-29,double glazing,50,2021,8,3.0,48.15125925170473
974,2021-08-22,double glazing,58,2021,8,3.0,56.15125925170473
973,2021-08-15,double glazing,54,2021,8,3.0,52.15125925170473
972,2021-08-08,double glazing,58,2021,8,3.0,56.15125925170473
971,2021-08-01,double glazing,52,2021,8,3.0,50.15125925170473
970,2021-07-25,double glazing,49,2021,7,3.0,49.43146840803078
969,2021-07-18,double glazing,61,2021,7,3.0,61.43146840803078
968,2021-07-11,double glazing,50,2021,7,3.0,50.43146840803078
967,2021-07-04,double glazing,52,2021,7,3.0,52.43146840803078
978,2021-09-19,double glazing,54,2021,9,3.0,52.87758604309113
992,2021-12-26,double glazing,38,2021,12,3.0,55.49718510208517
965,2021-06-20,double glazing,52,2021,6,3.0,57.46582133720878
1031,2022-09-25,double glazing,60,2022,9,4.0,58.87758604309113
1039,2022-11-20,double glazing,69,2022,11,4.0,72.82837035431695
1038,2022-11-13,double glazing,49,2022,11,4.0,52.828370354316945
1037,2022-11-06,double glazing,49,2022,11,4.0,52.828370354316945
1036,2022-10-30,double glazing,65,2022,10,4.0,62.500000000000036
1035,2022-10-23,double glazing,50,2022,10,4.0,47.500000000000036
1034,2022-10-16,double glazing,57,2022,10,4.0,54.500000000000036
1033,2022-10-09,double glazing,61,2022,10,4.0,58.500000000000036
999,2022-02-13,double glazing,55,2022,2,4.0,51.40820369614918
998,2022-02-06,double glazing,62,2022,2,4.0,58.40820369614918
997,2022-01-30,double glazing,59,2022,1,4.0,59.0
996,2022-01-23,double glazing,53,2022,1,4.0,53.0
995,2022-01-16,double glazing,58,2022,1,4.0,58.0
994,2022-01-09,double glazing,64,2022,1,4.0,64.0
993,2022-01-02,double glazing,59,2022,1,4.0,59.0
1000,2022-02-20,double glazing,63,2022,2,4.0,59.40820369614918
1001,2022-02-27,double glazing,55,2022,2,4.0,51.40820369614918
1002,2022-03-06,double glazing,52,2022,3,4.0,53.58029628118723
1003,2022-03-13,double glazing,57,2022,3,4.0,58.58029628118723
1030,2022-09-18,double glazing,54,2022,9,4.0,52.87758604309113
1029,2022-09-11,double glazing,58,2022,9,4.0,56.87758604309113
1028,2022-09-04,double glazing,59,2022,9,4.0,57.87758604309113
1027,2022-08-28,double glazing,55,2022,8,4.0,53.15125925170473
1026,2022-08-21,double glazing,60,2022,8,4.0,58.15125925170473
1025,2022-08-14,double glazing,61,2022,8,4.0,59.15125925170473
1024,2022-08-07,double glazing,55,2022,8,4.0,53.15125925170473
1023,2022-07-31,double glazing,51,2022,7,4.0,51.43146840803078
1022,2022-07-24,double glazing,57,2022,7,4.0,57.43146840803078
1021,2022-07-17,double glazing,52,2022,7,4.0,52.43146840803078
1020,2022-07-10,double glazing,49,2022,7,4.0,49.43146840803078
1019,2022-07-03,double glazing,49,2022,7,4.0,49.43146840803078
1018,2022-06-26,double glazing,40,2022,6,4.0,45.46582133720878
1017,2022-06-19,double glazing,51,2022,6,4.0,56.46582133720878
1016,2022-06-12,double glazing,50,2022,6,4.0,55.46582133720878
1015,2022-06-05,double glazing,50,2022,6,4.0,55.46582133720878
1014,2022-05-29,double glazing,43,2022,5,4.0,49.027703701516884
1013,2022-05-22,double glazing,49,2022,5,4.0,55.027703701516884
1012,2022-05-15,double glazing,45,2022,5,4.0,51.027703701516884
1011,2022-05-08,double glazing,47,2022,5,4.0,53.027703701516884
1010,2022-05-01,double glazing,48,2022,5,4.0,54.027703701516884
1009,2022-04-24,double glazing,55,2022,4,4.0,56.470703696149165
1008,2022-04-17,double glazing,55,2022,4,4.0,56.470703696149165
1007,2022-04-10,double glazing,50,2022,4,4.0,51.470703696149165
1006,2022-04-03,double glazing,59,2022,4,4.0,60.470703696149165
1005,2022-03-27,double glazing,59,2022,3,4.0,60.58029628118723
1004,2022-03-20,double glazing,58,2022,3,4.0,59.58029628118723
1032,2022-10-02,double glazing,51,2022,10,4.0,48.500000000000036
